steering;driving
0.0854427;0.00741076
0.0854427;0.0218417
0.0854427;0.00702017
0.0854427;0
0.0854427;0
0.0854427;0.0431187
0.0854427;0.0257328
0.0854427;0
0.0854427;0.0255375
0.0854427;0.0183242
0.0854427;0.0404503
0.0854427;0.0138429
0.0854427;0.0147515
0.0854427;0.010544
0.0854427;0
0.0854427;0.0246459
0.0854427;0.014639
0.0854427;0.0143184
0.0854427;0.00737892
0.0854427;0.0358863
0.0854427;0.00762729
0.0855961;0.0183751
0.0860563;0.0220243
0.0860563;0.0112021
0.0860563;0.0143906
0.0862097;0.0367991
0.0866699;0.0149616
0.0872835;0.02164
0.0877437;0.0183475
0.0886641;0.0144076
0.0892777;0.0108837
0.0906583;0.0143842
0.0908117;0.0071539
0.0921922;0.00698408
0.093266;0.0324643
0.0944932;0.010924
0.0957204;0.0284479
0.0958738;0
0.0958738;0.0250514
0.0983282;0.0180779
0.0987884;0.0142887
0.0995554;0.0113231
0.0995554;0.0105674
0.101089;0.0357738
0.102163;0.0281698
0.102623;0.00684185
0.102623;0
0.102623;0.0073492
0.103544;0
0.104311;0.043418
0.105078;0.014397
0.105691;0.0213365
0.106305;0.0142781
0.107379;0.0174071
0.109833;0.0249453
0.111367;0.0175982
0.113208;0.00726217
0.115202;0.0175536
0.117963;0.0173498
0.119344;0.0106799
0.123639;0.028397
0.126247;0.0174623
0.129928;0.0214001
0.131769;0.0145689
0.13315;0.0174644
0.134837;0.0104634
0.135604;0.0179336
0.137751;0.0111384
0.138518;0.00668476
0.138518;0.0179718
0.140206;0.0174793
0.1422;0.010786
0.143274;0.0141019
0.145728;0.0357844
0.146955;0.0071072
0.148489;0.0140149
0.149563;0.0107903
0.151251;0.0215594
0.152324;0.00733434
0.154012;0.0213959
0.155085;0.0105971
0.157233;0.0292652
0.157847;0.0148704
0.159381;0.0284182
0.159841;0.0136795
0.160148;0.0141995
0.160608;0.0140828
0.160915;0.0140573
0.160915;0.0102575
0.161068;0.0143885
0.161068;0.00689916
0.161068;0.0185598
0.161068;0.0072091
0.161068;0.0399706
0.161068;0.0105228
0.161068;0.0170611
0.161068;0.0175833
0.161068;0.0108625
0.161068;0.0103296
0.161068;0.0140785
0.161068;0.0244846
0.161221;0.0212834
0.161221;0.0282017
0.161221;0.00744685
0.161221;0.0181183
0.161221;0.0140106
0.161221;0.0142675
0.161221;0.0077865
0.161221;0.0216782
0.161221;0.0069119
0.161221;0.0370305
0.161221;0.0108667
0.161221;0.0219563
0.161221;0.0223597
0.161221;0.0184409
0.161221;0.0115842
0.161221;0.0179081
0.161221;0.0109962
0.161221;0.0110408
0.161221;0.00748719
0.161221;0.033307
0.161221;0.0180758
0.161221;0.0301122
0.161221;0.0146177
0.161221;0.0184388
0.161221;0.010786
0.161221;0.0118496
0.161221;0.0176895
0.161221;0.0184367
0.161221;0.0108731
0.161221;0.0150529
0.161221;0.0112892
0.161221;0.0307321
0.161221;0.0114123
0.161221;0.0328379
0.161221;0.011217
0.161221;0.0139851
0.161221;0.0177956
0.161221;0.0141486
0.161221;0.010941
0.161221;0.0141635
0.161221;0.0107075
0.161221;0.0320546
0.161221;0.0283439
0.161221;0.0140276
0.161221;0.0183815
0.161221;0.0139703
0.161221;0.0147515
0.161221;0.0106502
0.161221;0.0253911
0.161221;0.0295114
0.161221;0.0180461
0.161221;0.0112212
0.161221;0.0108455
0.161221;0.019012
0.161221;0.018027
0.161221;0.0112382
0.161221;0.0188422
0.161375;0.0109474
0.161682;0.018753
0.161988;0.0111745
0.162142;0.0115333
0.162449;0.0337104
0.162449;0.0145201
0.162602;0.0148152
0.162602;0.0293968
0.162602;0.0111278
0.163216;0.0290975
0.163369;0.0142802
0.163369;0
0.163829;0.029486
0.163983;0.015798
0.165363;0.0146899
0.16567;0.0110111
0.166284;0.0111788
0.167511;0.0254802
0.167971;0.014363
0.169045;0.032494
0.169351;0.0181692
0.169658;0.0113146
0.170272;0.0182265
0.170885;0.011096
0.172113;0.0254462
0.172573;0.0229349
0.173186;0.0299551
0.173493;0.0114505
0.1738;0.0120831
0.174107;0.0226972
0.17426;0.0114165
0.174567;0.011476
0.17472;0.0191669
0.175181;0.0267178
0.175334;0.0188655
0.175641;0.0299742
0.175948;0.0153798
0.176254;0.011045
0.176254;0
0.177175;0.0301844
0.177788;0.00762305
0.178249;0.0237034
0.178709;0.0153459
0.179322;0.0266074
0.179476;0.0117732
0.179476;0.0273186
0.179476;0.0113252
0.179476;0.0195321
0.179476;0.0266244
0.179476;0
0.179476;0
0.179476;0.0195703
0.179476;0.0551254
0.179476;0.0160337
0.179936;0.030749
0.180089;0.0156409
0.180243;0.0115163
0.18055;0.015297
0.180856;0.0116882
0.181163;0.0199672
0.181317;0.0113762
0.181623;0.0198845
0.181623;0.00772494
0.181623;0
0.182084;0.054998
0.182084;0.008158
0.182237;0.0157768
0.18239;0.0150805
0.18239;0
0.18239;0.00820894
0.18239;0.0384018
0.18239;0.0198505
0.18239;0.0313647
0.18239;0.0149744
0.18239;0.0306684
0.18239;0.00772706
0.18239;0.0222684
0.18239;0.0153331
0.18239;0.0151548
0.18239;0.00387839
0.18239;0.0225316
0.18239;0.0148937
0.18239;0.018545
0.182697;0.0292079
0.183004;0.0106863
0.183464;0.0294987
0.183771;0.0144246
0.183924;0.0145923
0.184078;0.00670599
0.184231;0.015261
0.184231;0.0224467
0.184231;0.0116012
0.184384;0.0170845
0.184384;0.0142356
0.184384;0.0140106
0.184384;0.0170802
0.184538;0.0111512
0.184538;0.0239454
0.184538;0.013671
0.184538;0.0137877
0.184538;0.00693525
0.184538;0.0178296
0.184845;0.0318487
0.184845;0.0108795
0.185612;0.0180036
0.185612;0.0180864
0.185918;0.0219287
0.186072;0.0074235
0.186225;0.0189356
0.186379;0.0182265
0.186839;0.0109983
0.187146;0.0323242
0.187913;0.0182244
0.188219;0.0215763
0.18868;0
0.189447;0.0252934
0.189907;0.0142102
0.19006;0.0145243
0.190367;0.0139682
0.190674;0.0147409
0.191287;0.0147472
0.191594;0.0177277
0.192208;0.0256161
0.192975;0.0178954
0.192975;0
0.192975;0
0.193742;0.0182244
0.194049;0.0461225
0.194049;0
0.194049;0.0104124
0.194202;0.0392233
0.194355;0.0255078
0.194355;0.0176512
0.194355;0.0205786
0.194509;0.0102044
0.194662;0.0171248
0.194662;0.0171948
0.194662;0
0.194662;0.0165771
0.194816;0.0167894
0.194816;0.0270299
0.194816;0.0203939
0.194816;0.0203939
0.194816;0.0134863
0.194816;0.0104167
0.194816;0
0.194816;0
0.194816;0.0131105
0.194816;0
0.194816;0
0.194816;-0.0598996
0.194816;0.0308361
0.194816;0.0170802
0.194816;0.00680576
0.194816;0.020672
0.194816;0.0102235
0.194816;0.0140658
0.194969;0.0133589
0.194969;0.0105971
0.194969;0.0133186
0.194969;0.0312585
0.194969;0.0104124
0.194969;0.0140467
0.194969;0.0110832
0.194969;0.010803
0.194969;0.0316152
0.194969;0.0172798
0.194969;0.0032649
0.194969;0
0.194969;0.0378159
0.194969;0.0305155
0.194969;0.00696922
0.194969;0.0172564
0.194969;0.0144415
0.194969;0.0247945
0.194969;0.0173477
0.194969;0.0234911
0.194969;0.0134502
0.194969;0.0139002
0.194969;0.00640455
0.194969;0.020534
0.194969;0.0101004
0.194969;0.0102978
0.194969;0.0349183
0.194969;0.0137601
0.194969;0.0247776
0.194969;0.0149001
0.194969;0
0.194969;0.0215572
0.194969;0.0224085
0.194969;0.0114399
0.194969;0.0104952
0.194969;0.0299233
0.194969;0.0184685
0.194969;0.0330183
0.194969;0.0105504
0.194969;0.0110705
0.194969;0.0214023
0.194969;0.0105589
0.194969;0.0178869
0.194969;0.0106842
0.194969;0.0177553
0.194969;0.0109622
0.194969;0.0284585
0.194969;0.0143121
0.194969;0.0253316
0.194969;0.00368522
0.194969;0.0249601
0.194969;0.0140934
0.194969;0.00349841
0.194969;0.0242596
0.194969;0.0104167
0.194969;0.0215509
0.194969;0.0108328
0.194969;0.0146899
0.194969;0.0289298
0.194969;0.0137898
0.194969;0.0104273
0.194969;0.00717938
0.194969;0.0204916
0.194969;0
0.194969;0.0276773
0.194969;0.0275436
0.194969;0.014276
0.194969;0.0240558
0.194969;0.0140425
0.194969;0.0136582
0.194969;0.014571
0.194969;0.0103105
0.194969;0.0177362
0.194969;0.0145158
0.194969;0.0101768
0.194969;0.0176088
0.194969;0.0109877
0.194969;0.0208121
0.194969;0.0246226
0.194969;0.0107372
0.194969;0.0101534
0.194969;0.0209437
