x;y;theta;steering_v;driving_v
0.101944; 0.200008; 0.188951; 0.440029; 0.0181459
0.101944; 0.200008; 0.189029; 0.440029; 0.00734496
0.101947; 0.200008; 0.189201; 0.440029; 0.0143694
0.10195; 0.200008; 0.189395; 0.440029; 0.0182244
0.101952; 0.200008; 0.189533; 0.440029; 0.011287
0.101953; 0.200008; 0.189719; 0.440029; 0.00761243
0.10197; 0.200008; 0.190163; 0.440029; 0.0366123
0.101971; 0.200008; 0.190334; 0.440029; 0.0074702
0.101982; 0.200008; 0.190703; 0.440029; 0.0298193
0.101986; 0.200008; 0.190926; 0.440029; 0.018339
0.10199; 0.200008; 0.191153; 0.440029; 0.0184728
0.101993; 0.200008; 0.191329; 0.440029; 0.0146411
0.101995; 0.200008; 0.19148; 0.440029; 0.0148619
0.101995; 0.200008; 0.19148; 0.440029; 0
0.102023; 0.200008; 0.192305; 0.440029; 0.0336149
0.102024; 0.200008; 0.19245; 0.440029; 0.0115906
0.102075; 0.200009; 0.19356; 0.440029; 0.04518
0.102076; 0.200009; 0.193678; 0.440029; 0.0114038
0.102077; 0.200009; 0.193783; 0.440029; 0.00771645
0.102078; 0.200009; 0.193897; 0.440029; 0.0108158
0.102087; 0.200009; 0.194236; 0.440029; 0.0269577
0.102089; 0.200009; 0.194365; 0.440029; 0.0105907
0.102089; 0.200009; 0.194454; 0.440029; 0.00735345
0.102098; 0.200009; 0.19478; 0.440029; 0.026928
0.102107; 0.200009; 0.195231; 0.440029; 0.0197528
0.102109; 0.200009; 0.195375; 0.440029; 0.0119154
0.102111; 0.200009; 0.195557; 0.440029; 0.0152801
0.102114; 0.200009; 0.195747; 0.440029; 0.0149807
0.102117; 0.200009; 0.195919; 0.440029; 0.0145265
0.102122; 0.200009; 0.196165; 0.440029; 0.0228691
0.102122; 0.200009; 0.196165; 0.440029; 0
0.102131; 0.200009; 0.196483; 0.440029; 0.0265331
0.102152; 0.200009; 0.19721; 0.440029; 0.0296409
0.102156; 0.200009; 0.197412; 0.440029; 0.0190608
0.102174; 0.200009; 0.198069; 0.440029; 0.0264546
0.102174; 0.200009; 0.198069; 0.440029; 0
0.102174; 0.200009; 0.198112; 0.440029; 0.00359181
0.102195; 0.200009; 0.198633; 0.440029; 0.0417155
0.102195; 0.200009; 0.198633; 0.440029; 0
0.102207; 0.200009; 0.199012; 0.440029; 0.0306259
0.102213; 0.200009; 0.199271; 0.440029; 0.0229965
0.102225; 0.200009; 0.199812; 0.440029; 0.022746
0.102225; 0.200009; 0.199812; 0.440029; 0
0.102257; 0.200009; 0.200653; 0.440029; 0.0374274
0.102258; 0.200009; 0.200749; 0.440029; 0.00786717
0.102266; 0.20001; 0.201064; 0.440029; 0.025701
0.102266; 0.20001; 0.201156; 0.440029; 0.00767612
0.102275; 0.20001; 0.201479; 0.440029; 0.0264185
0.102276; 0.20001; 0.20157; 0.440029; 0.00747657
0.102276; 0.20001; 0.20157; 0.440029; 0
0.102276; 0.20001; 0.20157; 0.440029; 0
0.102348; 0.20001; 0.202859; 0.440029; 0.0559703
0.102349; 0.20001; 0.202989; 0.440029; 0.0106311
0.10237; 0.20001; 0.203704; 0.440029; 0.0293968
0.102372; 0.20001; 0.203859; 0.440029; 0.0150572
0.102378; 0.20001; 0.204123; 0.440029; 0.0218735
0.102378; 0.20001; 0.204123; 0.440029; 0
0.102378; 0.20001; 0.204123; 0.440029; 0
0.102388; 0.20001; 0.204474; 0.440029; 0.028501
0.102388; 0.20001; 0.204474; 0.440029; 0
0.102388; 0.20001; 0.204474; 0.440029; 0
0.102388; 0.20001; 0.204474; 0.440029; 0
0.102404; 0.20001; 0.204892; 0.440029; 0.0385823
0.102433; 0.200011; 0.205467; 0.440029; 0.0493067
0.102433; 0.200011; 0.205467; 0.440029; 0
0.102433; 0.200011; 0.205467; 0.440029; 0
0.102459; 0.200011; 0.206032; 0.440029; 0.0464346
0.10246; 0.200011; 0.206117; 0.440029; 0.00690978
0.102463; 0.200011; 0.206323; 0.440029; 0.0173137
0.102466; 0.200011; 0.2065; 0.440029; 0.0143481
0.102469; 0.200011; 0.206708; 0.440029; 0.0173222
0.102476; 0.200011; 0.207128; 0.440029; 0.0171864
0.102478; 0.200011; 0.207236; 0.440029; 0.0101895
0.10251; 0.200011; 0.208126; 0.440029; 0.0362408
0.102512; 0.200011; 0.208297; 0.440029; 0.0141719
0.102512; 0.200011; 0.208297; 0.440029; 0
0.102521; 0.200011; 0.208598; 0.440029; 0.0289447
0.102527; 0.200011; 0.208858; 0.440029; 0.0215997
0.102529; 0.200011; 0.209035; 0.440029; 0.0139639
0.102531; 0.200011; 0.209207; 0.440029; 0.014397
0.102558; 0.200011; 0.210012; 0.440029; 0.0328061
0.102561; 0.200011; 0.210256; 0.440029; 0.0108073
0.102561; 0.200011; 0.210256; 0.440029; 0
0.102561; 0.200011; 0.210256; 0.440029; 0
0.102561; 0.200011; 0.210256; 0.440029; 0
0.102561; 0.200011; 0.210256; 0.440029; 0
0.102599; 0.200011; 0.209584; 0.440029; -0.0565286
0.102599; 0.200011; 0.209584; 0.440029; 0
0.102607; 0.200011; 0.209894; 0.440029; 0.0287876
0.102608; 0.200011; 0.209975; 0.440029; 0.00693101
0.102608; 0.200011; 0.209975; 0.440029; 0
0.102608; 0.200011; 0.209975; 0.440029; 0
0.102609; 0.200011; 0.210091; 0.440029; 0.0105016
0.102609; 0.200011; 0.210091; 0.440029; 0
0.102609; 0.200011; 0.210091; 0.440029; 0
0.102609; 0.200011; 0.210091; 0.440029; 0
0.102609; 0.200011; 0.210091; 0.440029; 0
0.102609; 0.200011; 0.210091; 0.440029; 0
0.102611; 0.200011; 0.209948; 0.440029; -0.0131954
0.102611; 0.200011; 0.209948; 0.440029; 0
0.102619; 0.200011; 0.210249; 0.440029; 0.0244931
0.102619; 0.200011; 0.210249; 0.440029; 0
0.102655; 0.200011; 0.210923; 0.440029; 0.0534526
0.10268; 0.200011; 0.211695; 0.440029; 0.0323072
0.102683; 0.200011; 0.211889; 0.440029; 0.0179187
0.102686; 0.200011; 0.212074; 0.440029; 0.0152312
0.102687; 0.200011; 0.212209; 0.440029; 0.0113847
0.102689; 0.200011; 0.21234; 0.440029; 0.0106183
0.10269; 0.200011; 0.212452; 0.440029; 0.0106226
0.102694; 0.200011; 0.212671; 0.440029; 0.0177892
0.102696; 0.200011; 0.212844; 0.440029; 0.0140064
0.102699; 0.200011; 0.213013; 0.440029; 0.0139045
0.102702; 0.200011; 0.21323; 0.440029; 0.0178296
0.102718; 0.200012; 0.213842; 0.440029; 0.0250769
0.102718; 0.200012; 0.213929; 0.440029; 0.0066699
0.102722; 0.200012; 0.214138; 0.440029; 0.0184452
0.102727; 0.200012; 0.214363; 0.440029; 0.021069
0.10273; 0.200012; 0.214543; 0.440029; 0.0146963
0.10273; 0.200012; 0.214635; 0.440029; 0.0077207
0.102736; 0.200012; 0.214902; 0.440029; 0.0218332
0.102739; 0.200012; 0.215091; 0.440029; 0.0151102
0.102742; 0.200012; 0.215345; 0.440029; 0.0112488
0.102743; 0.200012; 0.215481; 0.440029; 0.0111873
0.102743; 0.200012; 0.215481; 0.440029; 0
0.102789; 0.200012; 0.216226; 0.440029; 0.0606065
0.102791; 0.200012; 0.216378; 0.440029; 0.0147239
0.102791; 0.200012; 0.216378; 0.440029; 0
0.102805; 0.200012; 0.216794; 0.440029; 0.0336892
0.102807; 0.200012; 0.216936; 0.440029; 0.0117498
0.102811; 0.200012; 0.217162; 0.440029; 0.0184091
0.102813; 0.200012; 0.217348; 0.440029; 0.0147918
0.102816; 0.200012; 0.217498; 0.440029; 0.0143014
0.102817; 0.200012; 0.217629; 0.440029; 0.0110026
0.10282; 0.200012; 0.217813; 0.440029; 0.0149086
0.102824; 0.200012; 0.218045; 0.440029; 0.019237
0.102832; 0.200012; 0.218483; 0.440029; 0.0180716
0.102833; 0.200012; 0.218572; 0.440029; 0.00735982
0.102841; 0.200012; 0.218886; 0.440643; 0.0256012
0.102846; 0.200012; 0.219127; 0.441716; 0.0221092
0.102849; 0.200012; 0.219308; 0.443096; 0.0149489
0.102861; 0.200012; 0.21985; 0.446162; 0.0219563
0.102865; 0.200012; 0.220101; 0.447695; 0.0178932
0.102876; 0.200012; 0.22058; 0.450455; 0.0222641
0.102878; 0.200012; 0.220752; 0.452448; 0.014104
0.102879; 0.200012; 0.220847; 0.453215; 0.00735557
0.102887; 0.200012; 0.221169; 0.455055; 0.0256352
0.102889; 0.200012; 0.22131; 0.455975; 0.0110769
0.102896; 0.200012; 0.221604; 0.457201; 0.0231578
0.102898; 0.200012; 0.221778; 0.457814; 0.0141762
0.102898; 0.200012; 0.221828; 0.457814; 0.00386566
0.102902; 0.200012; 0.222028; 0.458734; 0.0177489
0.102906; 0.200012; 0.22225; 0.459808; 0.0178211
0.102909; 0.200012; 0.222438; 0.459961; 0.0143927
0.102919; 0.200012; 0.222934; 0.460574; 0.0211985
0.102925; 0.200012; 0.223212; 0.460574; 0.0214553
0.102928; 0.200012; 0.223392; 0.460881; 0.0142165
0.102929; 0.200012; 0.223528; 0.460881; 0.0109198
0.102933; 0.200012; 0.223761; 0.461034; 0.0182732
0.102935; 0.200012; 0.2239; 0.461034; 0.0107351
0.102936; 0.200012; 0.223997; 0.461188; 0.00768249
0.102938; 0.200012; 0.224157; 0.461188; 0.0144373
0.102966; 0.200013; 0.225002; 0.461188; 0.0331797
0.10297; 0.200013; 0.225236; 0.461188; 0.0184813
0.102991; 0.200013; 0.225941; 0.461188; 0.0295581
0.102992; 0.200013; 0.226037; 0.461188; 0.00753813
0.102993; 0.200013; 0.226179; 0.461188; 0.0109792
0.102995; 0.200013; 0.226318; 0.461188; 0.0109516
0.103029; 0.200013; 0.227252; 0.462107; 0.0365316
0.103033; 0.200013; 0.227485; 0.462414; 0.0185046
0.103045; 0.200013; 0.228015; 0.462874; 0.0223002
0.103045; 0.200013; 0.228015; 0.463027; 0
0.103061; 0.200013; 0.228461; 0.463334; 0.0363639
0.103064; 0.200013; 0.228647; 0.463487; 0.0144628
0.103068; 0.200013; 0.228882; 0.463947; 0.018528
0.103069; 0.200013; 0.228926; 0.464407; 0.00396543
0.103069; 0.200013; 0.229029; 0.465327; 0.00705413
0.103079; 0.200013; 0.229363; 0.465787; 0.0298744
0.103081; 0.200013; 0.229505; 0.46686; 0.0111491
0.103111; 0.200013; 0.230382; 0.469467; 0.033842
0.103111; 0.200013; 0.230481; 0.47008; 0.00769735
0.103117; 0.200013; 0.230839; 0.47008; 0.0146284
0.103117; 0.200013; 0.230839; 0.4733; 0
0.103136; 0.200013; 0.231352; 0.4756; 0.0370071
0.103142; 0.200013; 0.231629; 0.476826; 0.0218077
0.103143; 0.200013; 0.231767; 0.478513; 0.0107882
0.103147; 0.200013; 0.231989; 0.479433; 0.0185513
0.103176; 0.200014; 0.232853; 0.484186; 0.0337528
0.103176; 0.200014; 0.232853; 0.484186; 0
0.10319; 0.200014; 0.233466; 0.490778; 0.022279
0.103208; 0.200014; 0.233952; 0.493998; 0.0362726
0.103209; 0.200014; 0.234086; 0.495838; 0.0109049
0.103211; 0.200014; 0.234225; 0.497678; 0.0104061
0.103215; 0.200014; 0.234481; 0.501357; 0.0182223
0.103218; 0.200014; 0.234675; 0.504271; 0.0140849
0.103222; 0.200014; 0.234926; 0.505957; 0.0179803
0.103224; 0.200014; 0.235058; 0.511017; 0.0111469
0.103224; 0.200014; 0.235058; 0.511017; 0
0.103268; 0.200014; 0.236176; 0.521749; 0.0392064
0.103298; 0.200014; 0.237118; 0.532175; 0.0321268
0.103301; 0.200014; 0.237325; 0.537388; 0.0145031
0.103303; 0.200014; 0.237487; 0.541681; 0.0106056
0.103304; 0.200014; 0.23763; 0.54674; 0.0111193
0.103309; 0.200014; 0.237895; 0.557319; 0.0175685
0.103311; 0.200014; 0.238057; 0.562839; 0.0106077
0.103316; 0.200014; 0.238339; 0.572038; 0.0182775
0.103334; 0.200014; 0.239064; 0.582771; 0.0246311
0.103359; 0.200015; 0.239954; 0.595649; 0.0280382
0.10336; 0.200015; 0.24012; 0.599942; 0.0100537
0.103361; 0.200015; 0.240229; 0.604389; 0.00691615
0.103366; 0.200015; 0.240508; 0.604389; 0.0172182
0.103366; 0.200015; 0.240508; 0.610981; 0
0.103371; 0.200015; 0.240785; 0.619261; 0.0168042
0.103376; 0.200015; 0.241086; 0.62524; 0.0173944
0.103376; 0.200015; 0.241086; 0.000766602; 0.0279533
0.103376; 0.200015; 0.241095; 0.00582617; 0.0245992
0.103376; 0.200015; 0.241098; 0.0075127; 0.0177255
0.103377; 0.200015; 0.241122; 0.015792; 0.0286305
0.103377; 0.200015; 0.241128; 0.0177852; 0.0107669
0.103377; 0.200015; 0.241139; 0.0213115; 0.0184409
0.103377; 0.200015; 0.241146; 0.0228447; 0.0109219
0.103377; 0.200015; 0.241157; 0.0248379; 0.0141932
0.103377; 0.200015; 0.24117; 0.0266777; 0.0182393
0.103378; 0.200015; 0.241176; 0.0275977; 0.00721122
0.103378; 0.200015; 0.241176; 0.0285176; 0
0.103382; 0.200015; 0.241268; 0.0341904; 0.047082
0.103382; 0.200015; 0.241288; 0.0355703; 0.0186766
0.103384; 0.200015; 0.241342; 0.0377168; 0.0262805
0.103384; 0.200015; 0.241354; 0.0386367; 0.0114229
0.103384; 0.200015; 0.241362; 0.0389434; 0.00721122
0.103384; 0.200015; 0.241383; 0.0390967; 0.0186957
0.103384; 0.200015; 0.241399; 0.03925; 0.0143864
0.103385; 0.200015; 0.241416; 0.03925; 0.0178168
0.103386; 0.200015; 0.241473; 0.03925; 0.0253613
0.103386; 0.200015; 0.241473; 0.03925; 0
0.10339; 0.200015; 0.241562; 0.03925; 0.042951
0.10339; 0.200015; 0.241585; 0.03925; 0.0182393
0.103391; 0.200015; 0.241593; 0.03925; 0.00731524
0.103391; 0.200015; 0.241616; 0.03925; 0.0212983
0.103391; 0.200015; 0.241633; 0.03925; 0.0148215
0.103391; 0.200015; 0.241645; 0.03925; 0.0105313
0.103392; 0.200015; 0.241657; 0.03925; 0.0111023
0.103392; 0.200015; 0.241674; 0.03925; 0.0145222
0.103392; 0.200015; 0.24169; 0.03925; 0.0147918
0.103395; 0.200015; 0.24177; 0.03925; 0.0372873
0.103395; 0.200015; 0.241782; 0.03925; 0.0110153
0.103397; 0.200015; 0.241839; 0.03925; 0.0257456
0.103397; 0.200015; 0.241855; 0.03925; 0.01445
0.103397; 0.200015; 0.24188; 0.03925; 0.0224382
0.103398; 0.200015; 0.241891; 0.03925; 0.0107351
0.103398; 0.200015; 0.241903; 0.03925; 0.0110153
0.103398; 0.200015; 0.241911; 0.03925; 0.00743836
0.103398; 0.200015; 0.24192; 0.03925; 0.00764427
0.103398; 0.200015; 0.241944; 0.03925; 0.0217568
0.103401; 0.200015; 0.242021; 0.03925; 0.0366017
0.103401; 0.200015; 0.24203; 0.03925; 0.00738317
0.103404; 0.200015; 0.242115; 0.03925; 0.0376121
0.103405; 0.200015; 0.242136; 0.03925; 0.0186808
0.103405; 0.200015; 0.242147; 0.0395566; 0.0114675
0.103405; 0.200015; 0.242164; 0.0400166; 0.0149001
0.103405; 0.200015; 0.242172; 0.0403232; 0.00721547
0.103406; 0.200015; 0.242195; 0.0410898; 0.0189483
0.103406; 0.200015; 0.242208; 0.0410898; 0.011338
0.103406; 0.200015; 0.242235; 0.0420098; 0.0220922
0.103407; 0.200015; 0.242249; 0.042623; 0.0114823
0.103407; 0.200015; 0.242258; 0.042623; 0.00725368
0.103407; 0.200015; 0.242275; 0.0433896; 0.0154499
0.103411; 0.200015; 0.242372; 0.0444629; 0.0382681
0.103411; 0.200015; 0.242385; 0.0450762; 0.0117095
0.103411; 0.200015; 0.242413; 0.0458428; 0.018908
0.103411; 0.200015; 0.242426; 0.0463027; 0.0114038
0.103412; 0.200015; 0.242436; 0.0466094; 0.00799666
0.103412; 0.200015; 0.242466; 0.0475293; 0.022262
0.103414; 0.200015; 0.242537; 0.0484492; 0.0259494
0.103414; 0.200015; 0.242558; 0.0492158; 0.014864
0.103418; 0.200015; 0.242659; 0.0518223; 0.0338165
0.103418; 0.200015; 0.242668; 0.0522822; 0.00707748
0.103418; 0.200015; 0.242697; 0.0533555; 0.0187296
0.103419; 0.200015; 0.24272; 0.054582; 0.0150338
0.103419; 0.200015; 0.242743; 0.055042; 0.0145307
0.103419; 0.200015; 0.242767; 0.055502; 0.0149977
0.10342; 0.200015; 0.242792; 0.0565752; 0.01559
0.10342; 0.200015; 0.242813; 0.0576484; 0.0143715
0.10342; 0.200015; 0.242832; 0.058415; 0.0112212
0.103421; 0.200015; 0.242858; 0.058415; 0.0155942
0.103421; 0.200015; 0.242895; 0.0608682; 0.021761
0.103424; 0.200015; 0.242989; 0.062708; 0.0260279
0.103424; 0.200015; 0.243013; 0.0637813; 0.0149765
0.103424; 0.200015; 0.243026; 0.0643945; 0.00728764
0.103425; 0.200015; 0.243068; 0.066541; 0.022538
0.103426; 0.200015; 0.243089; 0.0679209; 0.0109856
0.103426; 0.200015; 0.243126; 0.0693008; 0.0186575
0.103426; 0.200015; 0.243146; 0.0705273; 0.0108391
0.103431; 0.200015; 0.243283; 0.0728271; 0.0334196
0.103431; 0.200015; 0.24329; 0.0729805; 0.00327976
0.103432; 0.200015; 0.24333; 0.0743604; 0.0185046
0.103432; 0.200015; 0.243362; 0.0749736; 0.0148852
0.103432; 0.200015; 0.243362; 0.0749736; 0
0.103435; 0.200015; 0.243441; 0.0762002; 0.0373001
0.103435; 0.200015; 0.243463; 0.0797266; 0.0113953
0.103437; 0.200015; 0.243532; 0.0812598; 0.0147345
0.103437; 0.200015; 0.243555; 0.081873; 0.0115121
0.10345; 0.200015; 0.243805; 0.0832529; 0.0513935
0.10345; 0.200015; 0.243821; 0.0849395; 0.00696285
0.10345; 0.200015; 0.243857; 0.0850928; 0.015106
0.103451; 0.200015; 0.243883; 0.0852461; 0.0106226
0.103451; 0.200015; 0.243917; 0.0852461; 0.014346
0.103452; 0.200015; 0.243972; 0.0852461; 0.0225826
0.103452; 0.200015; 0.243981; 0.0852461; 0.00359818
0.103459; 0.200015; 0.24415; 0.0852461; 0.0374041
0.103464; 0.200015; 0.24431; 0.0852461; 0.0330311
0.103464; 0.200015; 0.244338; 0.0852461; 0.0111448
0.103465; 0.200015; 0.244373; 0.0852461; 0.0145986
0.103465; 0.200015; 0.244395; 0.0852461; 0.0105568
0.103465; 0.200015; 0.244422; 0.0852461; 0.0111554
0.103467; 0.200015; 0.244525; 0.0852461; 0.0216018
0.103468; 0.200015; 0.244552; 0.0852461; 0.0109113
0.103479; 0.200015; 0.244788; 0.0852461; 0.0469504
0.103479; 0.200015; 0.244804; 0.0852461; 0.00775042
0.10348; 0.200015; 0.244847; 0.0852461; 0.0183773
0.103481; 0.200015; 0.244892; 0.0852461; 0.0180864
0.103481; 0.200015; 0.244919; 0.0852461; 0.0112531
0.103481; 0.200015; 0.244946; 0.0852461; 0.01082
0.103481; 0.200015; 0.244962; 0.0852461; 0.00760819
0.103481; 0.200015; 0.244962; 0.0852461; 0
0.103485; 0.200015; 0.245049; 0.0852461; 0.036833
0.103485; 0.200015; 0.245078; 0.0852461; 0.0116394
0.103485; 0.200015; 0.245096; 0.0852461; 0.0072282
0.103485; 0.200015; 0.24513; 0.0852461; 0.00739803
0.10349; 0.200015; 0.24524; 0.0852461; 0.041223
0.10349; 0.200015; 0.24524; 0.0852461; 0
0.103494; 0.200015; 0.245344; 0.0852461; 0.0369625
0.103494; 0.200015; 0.245359; 0.0852461; 0.0071348
0.103494; 0.200015; 0.245398; 0.0852461; 0.0188337
0.103495; 0.200015; 0.24544; 0.0852461; 0.0150869
0.103496; 0.200015; 0.245471; 0.0852461; 0.0145328
0.1035; 0.200015; 0.24562; 0.0852461; 0.0306408
0.103501; 0.200015; 0.245656; 0.0852461; 0.0149234
0.103503; 0.200015; 0.245764; 0.0852461; 0.0223278
0.103503; 0.200015; 0.245764; 0.0852461; 0
0.103505; 0.200015; 0.245828; 0.0852461; 0.0264142
0.103506; 0.200015; 0.245875; 0.0852461; 0.0221155
0.103506; 0.200015; 0.245902; 0.0852461; 0.0110578
0.103507; 0.200015; 0.245948; 0.0852461; 0.0188464
0.103507; 0.200015; 0.245983; 0.0852461; 0.014605
0.103508; 0.200015; 0.246014; 0.0852461; 0.0144055
0.103508; 0.200015; 0.246034; 0.0852461; 0.00721759
0.103509; 0.200015; 0.246066; 0.0852461; 0.0147621
0.103512; 0.200015; 0.246195; 0.0852461; 0.0266966
0.103513; 0.200015; 0.246242; 0.0852461; 0.019116
0.103514; 0.200015; 0.246288; 0.0852461; 0.0188103
0.103514; 0.200015; 0.246288; 0.0853994; 0
0.103516; 0.200015; 0.246357; 0.0853994; 0.0331627
0.103517; 0.200015; 0.246403; 0.0853994; 0.0186214
0.103517; 0.200015; 0.246421; 0.0853994; 0.00721122
0.103519; 0.200015; 0.246531; 0.0853994; 0.0223172
0.10352; 0.200015; 0.24657; 0.0853994; 0.0182796
0.103525; 0.200015; 0.246728; 0.0853994; 0.0323921
0.103526; 0.200015; 0.246763; 0.0853994; 0.0147345
0.103526; 0.200015; 0.24678; 0.0853994; 0.00715603
0.103526; 0.200015; 0.24678; 0.0853994; 0
0.103526; 0.200015; 0.24678; 0.0853994; 0
0.103526; 0.200015; 0.24678; 0.0853994; 0
0.103531; 0.200015; 0.246886; 0.0853994; 0.0437513
0.103531; 0.200015; 0.246886; 0.0853994; 0
0.103531; 0.200015; 0.246886; 0.0853994; 0
0.103551; 0.200015; 0.247199; 0.0853994; 0.0655039
0.103553; 0.200015; 0.24726; 0.0853994; 0.0247606
0.103553; 0.200015; 0.24726; 0.0853994; 0
0.103553; 0.200015; 0.24726; 0.0853994; 0
0.103553; 0.200015; 0.24726; 0.0853994; 0
0.103563; 0.200015; 0.247414; 0.0853994; 0.0650857
0.103563; 0.200015; 0.247414; 0.0853994; 0
0.103563; 0.200015; 0.247414; 0.0853994; 0
0.103565; 0.200015; 0.247489; 0.0853994; 0.0358778
0.103567; 0.200015; 0.24756; 0.0853994; 0.0289595
0.103567; 0.200015; 0.24756; 0.0853994; 0
0.103567; 0.200015; 0.24756; 0.0853994; 0
0.10357; 0.200015; 0.247636; 0.0853994; 0.0360136
0.10357; 0.200015; 0.247636; 0.0853994; 0
0.10357; 0.200015; 0.247636; 0.0853994; 0
0.103577; 0.200015; 0.247769; 0.0853994; 0.0542317
0.103577; 0.200015; 0.247769; 0.0853994; 0
0.103577; 0.200015; 0.247769; 0.0853994; 0
0.103584; 0.200015; 0.247886; 0.0853994; 0.0533592
0.103584; 0.200015; 0.247886; 0.0853994; 0
0.103584; 0.200015; 0.247886; 0.0853994; 0
0.103584; 0.200015; 0.247886; 0.0853994; 0
0.103591; 0.200015; 0.248012; 0.0853994; 0.0588149
0.103593; 0.200015; 0.248083; 0.0853994; 0.0285052
0.103593; 0.200015; 0.2481; 0.0853994; 0.00734496
0.103595; 0.200015; 0.248161; 0.0853994; 0.0249304
0.103595; 0.200015; 0.248161; 0.0853994; 0
0.103596; 0.200015; 0.248219; 0.0853994; 0.0243636
0.103596; 0.200015; 0.248219; 0.0853994; 0
0.103606; 0.200015; 0.248441; 0.0853994; 0.0451948
0.103606; 0.200015; 0.248441; 0.0853994; 0
0.103613; 0.200015; 0.248615; 0.0853994; 0.0384124
0.103613; 0.200015; 0.248635; 0.0853994; 0.0072282
0.103613; 0.200015; 0.248635; 0.0853994; 0
0.103617; 0.200015; 0.248728; 0.0853994; 0.0388434
0.103617; 0.200015; 0.248728; 0.0853994; 0
0.103617; 0.200015; 0.248728; 0.0853994; 0
0.103617; 0.200015; 0.248728; 0.0853994; 0
0.103626; 0.200015; 0.248942; 0.0853994; 0.0465853
0.103626; 0.200015; 0.248942; 0.0853994; 0
0.103626; 0.200015; 0.248942; 0.0853994; 0
0.103626; 0.200015; 0.248942; 0.0853994; 0
0.103634; 0.200015; 0.248803; 0.0853994; -0.0562823
0.103634; 0.200015; 0.248803; 0.0853994; 0
0.103637; 0.200015; 0.248874; 0.0853994; 0.0362684
0.103639; 0.200015; 0.248976; 0.0853994; 0.0209459
0.10364; 0.200015; 0.249031; 0.0853994; 0.0112679
0.103642; 0.200015; 0.249101; 0.0853994; 0.0287409
0.103642; 0.200015; 0.249101; 0.0853994; 0
0.103644; 0.200015; 0.249179; 0.0853994; 0.0360455
0.103645; 0.200015; 0.249197; 0.0853994; 0.00753177
0.103645; 0.200015; 0.249225; 0.0853994; 0.0108986
0.103647; 0.200015; 0.249292; 0.0853994; 0.0290741
0.103647; 0.200015; 0.249309; 0.0853994; 0.00687581
0.103647; 0.200015; 0.249327; 0.0853994; 0.00742138
0.103653; 0.200015; 0.249496; 0.0853994; 0.0368606
0.103653; 0.200015; 0.249513; 0.0853994; 0.00741076
0.103655; 0.200015; 0.249566; 0.0853994; 0.0218417
0.103655; 0.200015; 0.249584; 0.0853994; 0.00702017
0.103655; 0.200015; 0.249584; 0.0853994; 0
0.103655; 0.200015; 0.249584; 0.0853994; 0
0.103659; 0.200015; 0.249677; 0.0853994; 0.0431187
0.10366; 0.200015; 0.24974; 0.0853994; 0.0257328
0.10366; 0.200015; 0.24974; 0.0853994; 0
0.103663; 0.200015; 0.249864; 0.0853994; 0.0255375
0.103664; 0.200015; 0.249902; 0.0853994; 0.0183242
0.103672; 0.200015; 0.250099; 0.0853994; 0.0404503
0.103673; 0.200015; 0.250134; 0.0853994; 0.0138429
0.103673; 0.200015; 0.250169; 0.0853994; 0.0147515
0.103673; 0.200015; 0.250195; 0.0853994; 0.010544
0.103673; 0.200015; 0.250195; 0.0853994; 0
0.103675; 0.200015; 0.250254; 0.0853994; 0.0246459
0.103675; 0.200015; 0.250285; 0.0853994; 0.014639
0.103676; 0.200015; 0.250321; 0.0853994; 0.0143184
0.103676; 0.200015; 0.250339; 0.0853994; 0.00737892
0.103682; 0.200015; 0.250514; 0.0853994; 0.0358863
0.103682; 0.200015; 0.250531; 0.0853994; 0.00762729
0.103683; 0.200015; 0.250573; 0.0855527; 0.0183751
0.103684; 0.200015; 0.250628; 0.0860127; 0.0220243
0.103685; 0.200015; 0.250656; 0.0860127; 0.0112021
0.103685; 0.200015; 0.250692; 0.0860127; 0.0143906
0.103692; 0.200015; 0.250875; 0.086166; 0.0367991
0.103692; 0.200015; 0.250912; 0.086626; 0.0149616
0.103695; 0.200015; 0.251011; 0.0872393; 0.02164
0.103695; 0.200015; 0.251058; 0.0876992; 0.0183475
0.103696; 0.200015; 0.251093; 0.0886191; 0.0144076
0.103696; 0.200015; 0.251121; 0.0892324; 0.0108837
0.103697; 0.200015; 0.251154; 0.0906123; 0.0143842
0.103697; 0.200015; 0.251172; 0.0907656; 0.0071539
0.103697; 0.200015; 0.251191; 0.0921455; 0.00698408
0.1037; 0.200015; 0.251282; 0.0932188; 0.0324643
0.1037; 0.200015; 0.251308; 0.0944453; 0.010924
0.103705; 0.200015; 0.251465; 0.0956719; 0.0284479
0.103705; 0.200015; 0.251465; 0.0958252; 0
0.103706; 0.200015; 0.251533; 0.0958252; 0.0250514
0.103707; 0.200015; 0.251585; 0.0982783; 0.0180779
0.103708; 0.200015; 0.251625; 0.0987383; 0.0142887
0.103708; 0.200015; 0.251657; 0.0995049; 0.0113231
0.103709; 0.200015; 0.251683; 0.0995049; 0.0105674
0.103716; 0.200015; 0.251887; 0.101038; 0.0357738
0.10372; 0.200015; 0.252051; 0.102111; 0.0281698
0.103721; 0.200015; 0.252071; 0.102571; 0.00684185
0.103721; 0.200015; 0.252071; 0.102571; 0
0.103721; 0.200015; 0.252093; 0.102571; 0.0073492
0.103721; 0.200015; 0.252093; 0.103491; 0
0.103726; 0.200015; 0.252212; 0.104258; 0.043418
