x;y;theta;steering_v;driving_v
0.100096; 0.2; 0.104885; 0.0998115; 0.011028
0.100098; 0.2; 0.104946; 0.0993516; 0.0214214
0.1001; 0.2; 0.105057; 0.0984316; 0.0208079
0.100106; 0.2; 0.105232; 0.0972051; 0.0315642
0.100106; 0.2; 0.105261; 0.0964385; 0.010629
0.100106; 0.2; 0.105285; 0.0956719; 0.0104422
0.100107; 0.2; 0.105341; 0.0933721; 0.0210159
0.100108; 0.2; 0.105369; 0.0918389; 0.0104188
0.100108; 0.2; 0.105414; 0.0886191; 0.0176173
0.100109; 0.2; 0.105441; 0.086166; 0.011408
0.100109; 0.2; 0.105474; 0.0829463; 0.0136901
0.100112; 0.2; 0.105587; 0.0748203; 0.0282017
0.100113; 0.2; 0.105615; 0.0712939; 0.0136688
0.100115; 0.2; 0.105696; 0.0607148; 0.0234572
0.100115; 0.2; 0.105721; 0.0528955; 0.0166981
0.100115; 0.2; 0.105735; 0.0459961; 0.0104146
0.100116; 0.2; 0.105751; 0.03879; 0.016628
0.100116; 0.2; 0.105761; 0.0329639; 0.0100006
0.100116; 0.2; 0.105771; 0.0254512; 0.0134481
0.100116; 0.2; 0.105777; 0.0160986; 0.0132528
0.100116; 0.2; 0.105783; 0.00398633; 0.026393
0.100121; 0.2; 0.106065; 0.624014; 0.0166705
0.100137; 0.2; 0.106764; 0.614201; 0.023143
0.100138; 0.2; 0.106882; 0.611441; 0.00720273
0.100138; 0.2; 0.10699; 0.606688; 0.00647885
0.10015; 0.2; 0.107422; 0.599482; 0.0266775
0.100153; 0.2; 0.107639; 0.595036; 0.0132931
0.100155; 0.2; 0.10782; 0.590896; 0.013516
0.100156; 0.2; 0.107928; 0.588137; 0.00668688
0.100162; 0.2; 0.108247; 0.584457; 0.0200352
0.100164; 0.2; 0.1084; 0.581544; 0.0100367
0.100185; 0.2; 0.109182; 0.576638; 0.0266966
0.100187; 0.2; 0.109371; 0.574645; 0.0106672
0.100208; 0.200001; 0.110158; 0.571885; 0.0269025
0.10021; 0.200001; 0.11033; 0.570352; 0.0101067
0.100213; 0.200001; 0.110524; 0.569585; 0.0168552
0.100218; 0.200001; 0.110815; 0.568818; 0.0168361
0.100218; 0.200001; 0.110902; 0.568052; 0.00656588
0.100223; 0.200001; 0.111171; 0.567438; 0.0171991
0.100228; 0.200001; 0.11144; 0.567132; 0.0173371
0.100229; 0.200001; 0.111594; 0.566672; 0.0104294
0.100232; 0.200001; 0.111812; 0.566365; 0.0135839
0.100235; 0.200001; 0.112022; 0.566212; 0.0139915
0.100238; 0.200001; 0.112235; 0.565752; 0.0140361
0.100261; 0.200001; 0.11305; 0.565292; 0.0281274
0.100263; 0.200001; 0.113201; 0.564985; 0.0100643
0.100267; 0.200001; 0.113472; 0.564525; 0.0172776
0.10027; 0.200001; 0.113676; 0.564219; 0.0135818
0.100271; 0.200001; 0.11378; 0.563912; 0.00686732
0.100272; 0.200001; 0.113876; 0.563912; 0.00697559
0.100282; 0.200001; 0.114275; 0.563605; 0.0271657
0.1003; 0.200001; 0.115011; 0.562379; 0.0241258
0.100303; 0.200001; 0.11523; 0.562226; 0.0145392
0.100323; 0.200001; 0.116002; 0.559926; 0.0249898
0.100327; 0.200001; 0.116234; 0.559466; 0.0174602
0.100328; 0.200001; 0.116385; 0.558853; 0.0104443
0.100333; 0.200001; 0.116643; 0.558086; 0.0170696
0.100334; 0.200001; 0.116801; 0.557319; 0.0104188
0.100337; 0.200001; 0.117017; 0.556859; 0.013792
0.100342; 0.200001; 0.117275; 0.556399; 0.0173732
0.100364; 0.200001; 0.118081; 0.555786; 0.0280106
0.100366; 0.200001; 0.118241; 0.555633; 0.0107309
0.100396; 0.200001; 0.119191; 0.554713; 0.0317807
0.100398; 0.200001; 0.119346; 0.554406; 0.0114462
0.100403; 0.200001; 0.119645; 0.5541; 0.0173434
0.100405; 0.200001; 0.119774; 0.553946; 0.010474
0.100406; 0.200001; 0.119934; 0.553333; 0.0109346
0.10041; 0.200001; 0.120157; 0.552873; 0.0148512
0.100412; 0.200001; 0.120346; 0.552566; 0.0143503
0.100418; 0.200001; 0.12067; 0.552106; 0.0190183
0.10042; 0.200001; 0.120813; 0.5518; 0.0105228
0.10043; 0.200001; 0.121363; 0.551187; 0.0185577
0.10044; 0.200001; 0.121751; 0.55042; 0.0252276
0.100443; 0.200002; 0.121975; 0.549807; 0.0148682
0.100447; 0.200002; 0.122195; 0.549807; 0.0149638
0.100449; 0.200002; 0.122402; 0.549807; 0.0141019
0.10045; 0.200002; 0.122514; 0.5495; 0.00752752
0.100457; 0.200002; 0.122797; 0.549347; 0.0218799
0.10046; 0.200002; 0.123029; 0.549347; 0.0152546
0.100474; 0.200002; 0.123662; 0.549347; 0.0214617
0.100481; 0.200002; 0.124; 0.549347; 0.0225953
0.100484; 0.200002; 0.124186; 0.549347; 0.0140361
0.100486; 0.200002; 0.124355; 0.549347; 0.0112403
0.100488; 0.200002; 0.124523; 0.549347; 0.0112361
0.100493; 0.200002; 0.124789; 0.549347; 0.0184346
0.100496; 0.200002; 0.125019; 0.549347; 0.0150126
0.100498; 0.200002; 0.125182; 0.549347; 0.0110047
0.100505; 0.200002; 0.12551; 0.549347; 0.021882
0.100508; 0.200002; 0.125708; 0.549347; 0.015106
0.100508; 0.200002; 0.125762; 0.549347; 0.00364913
0.10051; 0.200002; 0.125921; 0.549347; 0.0106396
0.100513; 0.200002; 0.126145; 0.549347; 0.0147027
0.100553; 0.200002; 0.127231; 0.549193; 0.0364233
0.100554; 0.200002; 0.127362; 0.548887; 0.0104613
0.100555; 0.200002; 0.12748; 0.54858; 0.00793722
0.100566; 0.200002; 0.127882; 0.547967; 0.0261553
0.100569; 0.200002; 0.128102; 0.54766; 0.0150338
0.100571; 0.200002; 0.128261; 0.547047; 0.0108837
0.100571; 0.200002; 0.128304; 0.546894; 0.00322456
0.100574; 0.200002; 0.128543; 0.54628; 0.014588
0.100574; 0.200002; 0.128543; 0.54628; 0
0.100655; 0.200003; 0.130036; 0.54536; 0.0542593
0.100655; 0.200003; 0.130036; 0.545207; 0
0.100667; 0.200003; 0.13045; 0.54444; 0.028968
0.100668; 0.200003; 0.130551; 0.54398; 0.0077398
0.100675; 0.200003; 0.130866; 0.543061; 0.0215318
0.10068; 0.200003; 0.131147; 0.542294; 0.0188613
0.100682; 0.200003; 0.131308; 0.541527; 0.0108434
0.100701; 0.200003; 0.132048; 0.540454; 0.0252382
0.100705; 0.200003; 0.132318; 0.539688; 0.0181989
0.100723; 0.200003; 0.133015; 0.538461; 0.0258347
0.100726; 0.200003; 0.133226; 0.538001; 0.0144734
0.100727; 0.200003; 0.133338; 0.537694; 0.00733434
0.100734; 0.200003; 0.133657; 0.536928; 0.0218374
0.100739; 0.200003; 0.133913; 0.536161; 0.0179951
0.10074; 0.200003; 0.134054; 0.535548; 0.0108497
0.100742; 0.200003; 0.134216; 0.534781; 0.0113613
0.100745; 0.200003; 0.134417; 0.534015; 0.0138535
0.100752; 0.200003; 0.134737; 0.532328; 0.02157
0.100754; 0.200003; 0.134897; 0.531562; 0.0107606
0.100757; 0.200003; 0.135102; 0.530335; 0.014588
0.100759; 0.200003; 0.135297; 0.529108; 0.0138429
0.100781; 0.200003; 0.136065; 0.526809; 0.0286368
0.100785; 0.200003; 0.136285; 0.525275; 0.0147324
0.100786; 0.200003; 0.136444; 0.524509; 0.0110153
0.100791; 0.200003; 0.136707; 0.522516; 0.0179548
0.100794; 0.200003; 0.136905; 0.521596; 0.0145201
0.100817; 0.200004; 0.137688; 0.518989; 0.0294032
0.10082; 0.200004; 0.137881; 0.517916; 0.0141719
0.100838; 0.200004; 0.138597; 0.516229; 0.0249262
0.100841; 0.200004; 0.138815; 0.515616; 0.0178848
0.100845; 0.200004; 0.139037; 0.514696; 0.0141953
0.100846; 0.200004; 0.139166; 0.513776; 0.0102808
0.100847; 0.200004; 0.139309; 0.513316; 0.0102341
0.10085; 0.200004; 0.139501; 0.512856; 0.0137346
0.100853; 0.200004; 0.139699; 0.51209; 0.0140361
0.100857; 0.200004; 0.139944; 0.510863; 0.0177871
0.100859; 0.200004; 0.140078; 0.50979; 0.0111554
0.100881; 0.200004; 0.140859; 0.50703; 0.0282059
0.100883; 0.200004; 0.141042; 0.505497; 0.0132973
0.100886; 0.200004; 0.141235; 0.503504; 0.0138578
0.100887; 0.200004; 0.141374; 0.502737; 0.0101619
0.100891; 0.200004; 0.14162; 0.500591; 0.0173625
0.100894; 0.200004; 0.141797; 0.499364; 0.0134523
0.100894; 0.200004; 0.141882; 0.497984; 0.0070329
0.100899; 0.200004; 0.142119; 0.496298; 0.0172203
0.100901; 0.200004; 0.1423; 0.494765; 0.0135075
0.100928; 0.200004; 0.143162; 0.491392; 0.0317701
0.100929; 0.200004; 0.143252; 0.490165; 0.00735345
0.100949; 0.200004; 0.143982; 0.486945; 0.0277686
0.100954; 0.200004; 0.144223; 0.485412; 0.0181289
0.100958; 0.200004; 0.144473; 0.483879; 0.0183985
0.10096; 0.200004; 0.144614; 0.482039; 0.0108561
0.100963; 0.200004; 0.144811; 0.480353; 0.0150826
0.100984; 0.200004; 0.145532; 0.477286; 0.028985
0.100987; 0.200004; 0.145728; 0.476366; 0.0147281
0.101; 0.200004; 0.146312; 0.473453; 0.0225826
0.101006; 0.200004; 0.146591; 0.47238; 0.0218757
0.101006; 0.200004; 0.146677; 0.471613; 0.00723032
0.101012; 0.200004; 0.146948; 0.470387; 0.021812
0.101015; 0.200004; 0.147143; 0.469773; 0.0151633
0.101017; 0.200004; 0.147287; 0.468854; 0.01082
0.101017; 0.200004; 0.147374; 0.4687; 0.00681638
0.101021; 0.200004; 0.147574; 0.46778; 0.018097
0.101028; 0.200004; 0.1479; 0.46686; 0.0223788
0.101036; 0.200004; 0.148336; 0.465634; 0.0182626
0.101069; 0.200005; 0.149226; 0.464714; 0.0366632
0.101072; 0.200005; 0.149446; 0.464101; 0.0149171
0.101074; 0.200005; 0.149567; 0.463794; 0.0111108
0.101078; 0.200005; 0.149811; 0.463487; 0.0188825
0.10108; 0.200005; 0.149939; 0.463181; 0.0101768
0.101082; 0.200005; 0.150129; 0.462874; 0.0149468
0.101086; 0.200005; 0.150361; 0.462414; 0.0176597
0.101089; 0.200005; 0.150552; 0.462261; 0.015244
0.101091; 0.200005; 0.150679; 0.462261; 0.0100855
0.101093; 0.200005; 0.150863; 0.462107; 0.01445
0.101114; 0.200005; 0.15156; 0.461494; 0.0293246
0.101131; 0.200005; 0.152219; 0.460574; 0.025822
0.101132; 0.200005; 0.152348; 0.460268; 0.0114823
0.101136; 0.200005; 0.152565; 0.459501; 0.0177404
0.10114; 0.200005; 0.152799; 0.459041; 0.0179463
0.101142; 0.200005; 0.152935; 0.458734; 0.0107776
0.101144; 0.200005; 0.153118; 0.458274; 0.0145604
0.101147; 0.200005; 0.153294; 0.458121; 0.0140106
0.101148; 0.200005; 0.153429; 0.457661; 0.0108561
0.101152; 0.200005; 0.153658; 0.457201; 0.0177468
0.101168; 0.200005; 0.154252; 0.456741; 0.0256331
0.10117; 0.200005; 0.154446; 0.456435; 0.0146835
0.101176; 0.200005; 0.154708; 0.456281; 0.0213704
0.101177; 0.200005; 0.154797; 0.455975; 0.00684397
0.10118; 0.200005; 0.154997; 0.455975; 0.0185577
0.101182; 0.200005; 0.155134; 0.455975; 0.010786
0.101185; 0.200005; 0.155315; 0.455975; 0.0146814
0.101186; 0.200005; 0.15545; 0.455821; 0.0105356
0.101219; 0.200005; 0.15636; 0.455821; 0.0366399
0.10122; 0.200005; 0.156476; 0.455821; 0.0105271
0.101242; 0.200005; 0.157202; 0.455821; 0.0291633
0.101244; 0.200005; 0.157379; 0.455821; 0.0140488
0.101248; 0.200005; 0.157605; 0.455821; 0.0178529
0.101249; 0.200005; 0.157686; 0.455821; 0.00755724
0.101254; 0.200005; 0.157957; 0.455821; 0.0180461
0.101255; 0.200005; 0.15807; 0.455821; 0.0107202
0.101259; 0.200005; 0.158311; 0.455821; 0.0179675
0.10128; 0.200005; 0.159008; 0.455821; 0.0290954
0.101295; 0.200006; 0.159616; 0.455821; 0.025546
0.1013; 0.200006; 0.159883; 0.455821; 0.0183051
0.101301; 0.200006; 0.159966; 0.455821; 0.00767187
0.101305; 0.200006; 0.160196; 0.455821; 0.0185386
0.101306; 0.200006; 0.160338; 0.455821; 0.0112382
0.101309; 0.200006; 0.160517; 0.455821; 0.014951
0.101314; 0.200006; 0.160766; 0.455515; 0.0183857
0.101316; 0.200006; 0.160921; 0.455361; 0.0144861
0.101318; 0.200006; 0.161062; 0.454901; 0.0111406
0.101345; 0.200006; 0.161884; 0.454135; 0.0328782
0.101346; 0.200006; 0.162027; 0.453981; 0.0111724
0.101349; 0.200006; 0.162205; 0.453675; 0.0144097
0.101351; 0.200006; 0.162356; 0.453368; 0.01445
0.101356; 0.200006; 0.162617; 0.452755; 0.0185598
0.101357; 0.200006; 0.162748; 0.452448; 0.0118857
0.101375; 0.200006; 0.16341; 0.451068; 0.0261128
0.101378; 0.200006; 0.163609; 0.450455; 0.0183093
0.101389; 0.200006; 0.164133; 0.448769; 0.0214362
0.101392; 0.200006; 0.16432; 0.448155; 0.0150062
0.101396; 0.200006; 0.164549; 0.447082; 0.0180546
0.1014; 0.200006; 0.16476; 0.446162; 0.0178317
0.101403; 0.200006; 0.164944; 0.445242; 0.0147133
0.101403; 0.200006; 0.164944; 0.445242; 0
0.10141; 0.200006; 0.165211; 0.444016; 0.0254356
0.101431; 0.200006; 0.16594; 0.442942; 0.0294095
0.101432; 0.200006; 0.166037; 0.442636; 0.00718787
0.101454; 0.200006; 0.166726; 0.441869; 0.0326766
0.101459; 0.200006; 0.166987; 0.441563; 0.0188315
0.10146; 0.200006; 0.167102; 0.441103; 0.0107478
0.101465; 0.200006; 0.167332; 0.440949; 0.0186426
0.101467; 0.200006; 0.167503; 0.440796; 0.0142293
0.101469; 0.200006; 0.16764; 0.440643; 0.0115184
0.101473; 0.200006; 0.167858; 0.440336; 0.0178062
0.101474; 0.200006; 0.167975; 0.440183; 0.0109325
0.101477; 0.200006; 0.168171; 0.440183; 0.0142866
0.101496; 0.200006; 0.168842; 0.440183; 0.0289277
0.101499; 0.200006; 0.169036; 0.440183; 0.0143481
0.101514; 0.200006; 0.169613; 0.440029; 0.0255672
0.101532; 0.200006; 0.170263; 0.440029; 0.02845
0.101535; 0.200006; 0.170451; 0.440029; 0.0147685
0.101537; 0.200006; 0.170623; 0.440029; 0.0142823
0.10154; 0.200006; 0.170795; 0.440029; 0.0146092
0.101544; 0.200006; 0.171018; 0.440029; 0.0178105
0.101544; 0.200006; 0.171056; 0.440029; 0.00367672
0.101553; 0.200006; 0.171411; 0.440029; 0.0257265
0.101554; 0.200006; 0.171527; 0.440029; 0.0107924
0.101555; 0.200006; 0.171572; 0.440029; 0.00375527
0.101586; 0.200007; 0.172458; 0.440029; 0.0359776
0.10159; 0.200007; 0.172668; 0.440029; 0.0174156
0.101592; 0.200007; 0.172826; 0.440029; 0.014467
0.101595; 0.200007; 0.172996; 0.440029; 0.013983
0.101596; 0.200007; 0.173126; 0.440029; 0.0110472
0.101598; 0.200007; 0.173259; 0.440029; 0.0107351
0.101624; 0.200007; 0.174062; 0.440029; 0.0329122
0.101627; 0.200007; 0.174223; 0.440029; 0.0155051
0.101642; 0.200007; 0.174834; 0.440029; 0.0250174
0.101644; 0.200007; 0.175012; 0.440029; 0.0143609
0.10165; 0.200007; 0.175269; 0.440029; 0.0214511
0.101651; 0.200007; 0.17538; 0.440029; 0.0105907
0.101653; 0.200007; 0.175518; 0.440029; 0.0107733
0.101655; 0.200007; 0.175686; 0.440029; 0.0138005
0.101656; 0.200007; 0.175804; 0.440029; 0.0102957
0.101658; 0.200007; 0.17594; 0.440029; 0.0108773
0.101665; 0.200007; 0.176237; 0.440029; 0.0246311
0.101683; 0.200007; 0.176888; 0.440029; 0.0276519
0.101684; 0.200007; 0.176983; 0.440029; 0.00746171
0.101687; 0.200007; 0.177172; 0.440029; 0.0174411
0.101689; 0.200007; 0.177347; 0.440029; 0.0140403
0.101692; 0.200007; 0.177512; 0.440029; 0.0139406
0.101693; 0.200007; 0.17763; 0.440029; 0.0108561
0.101697; 0.200007; 0.177877; 0.440029; 0.0182287
0.1017; 0.200007; 0.178054; 0.440029; 0.014743
0.101715; 0.200007; 0.178648; 0.440029; 0.0259281
0.101718; 0.200007; 0.178817; 0.440029; 0.0138939
0.101723; 0.200007; 0.179176; 0.440029; 0.014847
0.10173; 0.200007; 0.179449; 0.440029; 0.0252446
0.101734; 0.200007; 0.179694; 0.440029; 0.0181246
0.101736; 0.200007; 0.179812; 0.440029; 0.0107691
0.10174; 0.200007; 0.180033; 0.440029; 0.0182202
0.101742; 0.200007; 0.180208; 0.440029; 0.0140679
0.101743; 0.200007; 0.180316; 0.440029; 0.0106502
0.101744; 0.200007; 0.180418; 0.440029; 0.00732585
0.101746; 0.200007; 0.180576; 0.440029; 0.0143672
0.101785; 0.200007; 0.181537; 0.440029; 0.0399706
0.1018; 0.200007; 0.182155; 0.440029; 0.0252637
0.101805; 0.200007; 0.18238; 0.440029; 0.018494
0.101806; 0.200007; 0.182496; 0.440029; 0.0111448
0.101807; 0.200007; 0.182627; 0.440029; 0.0107669
0.101811; 0.200008; 0.182845; 0.440029; 0.0177935
0.101813; 0.200008; 0.182983; 0.440029; 0.0101853
0.10183; 0.200008; 0.183599; 0.440029; 0.0286963
0.101833; 0.200008; 0.183772; 0.440029; 0.0144182
0.101852; 0.200008; 0.184465; 0.440029; 0.0282781
0.101857; 0.200008; 0.184697; 0.440029; 0.0188209
0.101858; 0.200008; 0.184833; 0.440029; 0.0110153
0.101862; 0.200008; 0.185052; 0.440029; 0.0188315
0.101864; 0.200008; 0.18518; 0.440029; 0.0103572
0.101868; 0.200008; 0.185399; 0.440029; 0.0178444
0.101868; 0.200008; 0.185433; 0.440029; 0.00329037
0.101873; 0.200008; 0.185693; 0.440029; 0.0214405
0.101891; 0.200008; 0.186329; 0.440029; 0.0275691
0.101896; 0.200008; 0.18667; 0.440029; 0.0141083
0.101903; 0.200008; 0.186975; 0.440029; 0.0248412
0.101907; 0.200008; 0.187189; 0.440029; 0.0176343
0.101908; 0.200008; 0.187318; 0.440029; 0.0104528
0.10191; 0.200008; 0.187443; 0.440029; 0.0103827
0.101913; 0.200008; 0.187657; 0.440029; 0.0173541
0.101917; 0.200008; 0.187872; 0.440029; 0.0178635
0.101918; 0.200008; 0.187985; 0.440029; 0.0107393
0.101939; 0.200008; 0.188699; 0.440029; 0.029382
