steering, driving, delta_steering, delta_driving
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859756;140732931933712;0
290;4294859755;140732931933712;0
290;4294859755;140732931933712;0
290;4294859802;140732931933712;0
290;4294860056;140732931933712;0
290;4294860268;140732931933712;0
290;4294860941;140732931933712;0
290;4294861430;140732931933712;0
290;4294862199;140732931933712;0
290;4294862997;140732931933712;0
290;4294863798;140732931933712;0
290;4294867212;140732931933712;0
290;4294869964;140732931933712;0
290;4294872639;140732931933712;0
290;4294874997;140732931933712;0
290;4294876898;140732931933712;0
290;4294880446;140732931933712;0
290;4294882613;140732931933712;0
290;4294883450;140732931933712;0
290;4294889086;140732931933712;0
290;4294893421;140732931933712;0
290;4294897196;140732931933712;0
290;4294903932;140732931933712;0
290;4294912193;140732931933712;0
290;4294916536;140732931933712;0
290;4294920901;140732931933712;0
290;4294922088;140732931933712;0
290;4294933249;140732931933712;0
290;4294937832;140732931933712;0
290;4294946648;140732931933712;0
290;4294952077;140732931933712;0
290;4294956423;140732931933712;0
290;4294959605;140732931933712;0
290;4294962835;140732931933712;0
290;526;140732931933712;0
290;4271;140732931933712;0
290;11621;140732931933712;0
290;17449;140732931933712;0
290;20547;140732931933712;0
290;24160;140732931933712;0
290;25682;140732931933712;0
290;29343;140732931933712;0
296;32173;140732931933712;6
320;35128;140732931933712;24
336;38085;140732931933712;16
346;40339;140732931933712;10
358;45181;140732931933712;12
386;50279;140732931933712;28
398;53969;140732931933712;12
414;57775;140732931933712;16
432;62792;140732931933712;18
448;65815;140732931933712;16
484;71351;140732931933712;36
510;74594;140732931933712;26
546;79234;140732931933712;36
634;89391;140732931933712;88
672;93243;140732931933712;38
790;105683;140732931933712;118
836;110920;140732931933712;46
872;115015;140732931933712;36
914;118938;140732931933712;42
966;127305;140732931933712;52
990;131318;140732931933712;24
1020;138115;140732931933712;30
1054;142413;140732931933712;34
1070;147766;140732931933712;16
1108;158818;140732931933712;38
1140;171090;140732931933712;32
1164;175231;140732931933712;24
1182;180639;140732931933712;18
1194;185882;140732931933712;12
1210;189876;140732931933712;16
1228;195298;140732931933712;18
1242;200481;140732931933712;14
1258;205874;140732931933712;16
1278;216698;140732931933712;20
1294;225973;140732931933712;16
1294;225973;140732931933712;0
1308;238194;140732931933712;14
1310;242119;140732931933712;2
1312;246246;140732931933712;2
1312;246246;140732931933712;0
1316;260050;140732931933712;4
1318;264019;140732931933712;2
1318;272343;140732931933712;0
1318;280720;140732931933712;0
1318;290484;140732931933712;0
1318;296247;140732931933712;0
1318;303543;140732931933712;0
1318;310704;140732931933712;0
1318;314997;140732931933712;0
1318;321022;140732931933712;0
1318;325431;140732931933712;0
1318;329967;140732931933712;0
1318;340646;140732931933712;0
1318;348214;140732931933712;0
1320;362015;140732931933712;2
1320;368271;140732931933712;0
1320;371269;140732931933712;0
1320;380404;140732931933712;0
1320;386643;140732931933712;0
1320;391320;140732931933712;0
1320;403763;140732931933712;0
1320;416770;140732931933712;0
1320;424765;140732931933712;0
1320;431191;140732931933712;0
1320;436035;140732931933712;0
1320;440954;140732931933712;0
1320;450285;140732931933712;0
1320;454951;140732931933712;0
1320;466052;140732931933712;0
1320;470665;140732931933712;0
1320;484873;140732931933712;0
1320;491217;140732931933712;0
1320;499218;140732931933712;0
1320;502222;140732931933712;0
1320;511700;140732931933712;0
1320;518369;140732931933712;0
1320;519968;140732931933712;0
1320;526273;140732931933712;0
1320;535964;140732931933712;0
1320;550756;140732931933712;0
1322;552381;140732931933712;2
1322;565537;140732931933712;0
1322;573548;140732931933712;0
1322;580196;140732931933712;0
1322;581982;140732931933712;0
1322;593372;140732931933712;0
1322;601427;140732931933712;0
1322;612992;140732931933712;0
1322;624556;140732931933712;0
1322;632648;140732931933712;0
1322;635871;140732931933712;0
1322;644236;140732931933712;0
1322;651052;140732931933712;0
1316;655835;140732931933712;18446744073709551610
1308;664209;140732931933712;18446744073709551608
1302;669404;140732931933712;18446744073709551610
1296;679495;140732931933712;18446744073709551610
1284;689297;140732931933712;18446744073709551604
1268;704166;140732931933712;18446744073709551600
1258;709173;140732931933712;18446744073709551606
1248;714092;140732931933712;18446744073709551606
1218;723992;140732931933712;18446744073709551586
1198;728900;140732931933712;18446744073709551596
1156;737199;140732931933712;18446744073709551574
1124;742573;140732931933712;18446744073709551584
1082;749022;140732931933712;18446744073709551574
976;762307;140732931933712;18446744073709551510
930;768746;140732931933712;18446744073709551570
792;779796;140732931933712;18446744073709551478
690;787662;140732931933712;18446744073709551514
600;792568;140732931933712;18446744073709551526
506;800401;140732931933712;18446744073709551522
430;805112;140732931933712;18446744073709551540
332;811447;140732931933712;18446744073709551518
210;817690;140732931933712;18446744073709551494
52;830123;140732931933712;18446744073709551458
8140;837976;140732931933712;8088
8012;848878;140732931933712;18446744073709551488
7976;852271;140732931933712;18446744073709551580
7914;855323;140732931933712;18446744073709551554
7820;867890;140732931933712;18446744073709551522
7762;874152;140732931933712;18446744073709551558
7708;880519;140732931933712;18446744073709551562
7672;883669;140732931933712;18446744073709551580
7624;893107;140732931933712;18446744073709551568
