x;y;theta
7.47616;-0.617123;-0.478341
7.47616;-0.617123;-0.478341
7.52487;-0.642615;-0.485816
7.53411;-0.647498;-0.487235
7.5596;-0.661068;-0.491161
7.57263;-0.668058;-0.493172
7.59155;-0.678258;-0.496093
7.59155;-0.678258;-0.496093
7.59155;-0.678258;-0.496093
7.61614;-0.691632;-0.499899
7.61614;-0.691632;-0.499899
7.61614;-0.691632;-0.499899
7.61614;-0.691632;-0.499899
7.64936;-0.709886;-0.505051
7.69167;-0.733462;-0.511636
7.69167;-0.733462;-0.511636
7.69167;-0.733462;-0.511636
7.73138;-0.755919;-0.517837
7.73727;-0.759281;-0.51876
7.75203;-0.767731;-0.521072
7.76425;-0.77476;-0.522988
7.77898;-0.783276;-0.525301
7.79358;-0.791759;-0.527596
7.80223;-0.796805;-0.528957
7.83292;-0.814845;-0.533797
7.8449;-0.82194;-0.535689
7.8449;-0.82194;-0.535689
7.86932;-0.836501;-0.539554
7.88751;-0.847428;-0.542439
7.89925;-0.854521;-0.544304
7.91134;-0.861856;-0.546226
7.93885;-0.878657;-0.550607
7.94789;-0.884219;-0.552051
7.94789;-0.884219;-0.552051
7.94789;-0.884219;-0.552051
7.94789;-0.884219;-0.552051
7.94789;-0.884219;-0.552051
7.9005;-0.855275;-0.544502
7.9005;-0.855275;-0.544502
7.92466;-0.86997;-0.548346
7.93047;-0.873522;-0.549272
7.93047;-0.873522;-0.549272
7.93047;-0.873522;-0.549272
7.93926;-0.878914;-0.550674
7.93926;-0.878914;-0.550674
7.93926;-0.878914;-0.550674
7.93926;-0.878914;-0.550674
7.93926;-0.878914;-0.550674
7.93926;-0.878914;-0.550674
7.92821;-0.872141;-0.548912
7.92821;-0.872141;-0.548912
7.94872;-0.884728;-0.552183
7.94872;-0.884728;-0.552183
7.99332;-0.912432;-0.559321
8.02019;-0.92933;-0.563635
8.03506;-0.938752;-0.566028
8.04768;-0.946789;-0.568062
8.0571;-0.952814;-0.569583
8.06588;-0.958445;-0.571001
8.07466;-0.964091;-0.572419
8.08934;-0.973575;-0.574795
8.10088;-0.981066;-0.576665
