x;y;t
-3.15098;0.275259;3.10178
-3.15988;0.264641;3.1041
-3.17155;0.258431;3.1081
-3.19989;0.243787;3.11503
-3.21413;0.236974;3.11878
-3.24245;0.225322;3.12654
-3.25431;0.219049;3.13052
-3.26878;0.209959;3.13345
-3.28513;0.209903;3.13952
-3.29762;0.208234;-3.13782
-3.30527;0.197776;-3.1359
-3.3182;0.187682;-3.13321
-3.34794;0.177557;-3.12536
-3.35945;0.170904;-3.12106
-3.37274;0.16404;-3.11779
-3.38485;0.159492;-3.11357
-3.3937;0.145905;-3.1108
-3.40945;0.143093;-3.10524
-3.42359;0.138266;-3.10106
-3.43177;0.12957;-3.09815
-3.44563;0.125764;-3.09239
-3.47309;0.110556;-3.08546
-3.4829;0.105776;-3.08094
-3.5076;0.0915566;-3.07382
-3.5208;0.081957;-3.07164
-3.5362;0.0811179;-3.06478
-3.54772;0.0725833;-3.06195
-3.56102;0.0608469;-3.05978
-3.5854;0.0442532;-3.05242
-3.59499;0.0374213;-3.04794
-3.61964;0.0198352;-3.04119
-3.63356;0.0153541;-3.03496
-3.64281;0.00383298;-3.03399
-3.65826;-0.00605264;-3.02997
-3.66829;-0.0132367;-3.02561
-3.68384;-0.020463;-3.02116
-3.69275;-0.0300879;-3.0171
-3.71982;-0.0465691;-3.00888
-3.74039;-0.0640948;-3.00193
-3.75517;-0.0707487;-2.99673
-3.7676;-0.079981;-2.99369
-3.7788;-0.0871314;-2.9891
-3.79347;-0.0982309;-2.98617
-3.80442;-0.111116;-2.98344
-3.81837;-0.118292;-2.97874
-3.82676;-0.128255;-2.97549
-3.83886;-0.138661;-2.97288
-3.86197;-0.158047;-2.96594
-3.87336;-0.165509;-2.96025
-3.88499;-0.177469;-2.95871
-3.896;-0.18715;-2.95606
-3.90329;-0.196476;-2.9521
-3.9173;-0.204532;-2.94709
-3.92871;-0.215741;-2.94361
-3.94082;-0.223012;-2.93866
-3.94928;-0.231183;-2.93516
-3.972;-0.25383;-2.92952
-3.98147;-0.265782;-2.9261
-4.0049;-0.285375;-2.91799
-4.01558;-0.296508;-2.91453
-4.02483;-0.307535;-2.91135
-4.04032;-0.313518;-2.90679
-4.05188;-0.323878;-2.90278
-4.06216;-0.334625;-2.90072
-4.06995;-0.342138;-2.89695
-4.07898;-0.35091;-2.89099
-4.09175;-0.361128;-2.88731
-4.11461;-0.38249;-2.88014
-4.12853;-0.393843;-2.87858
-4.1375;-0.404614;-2.87547
-4.14436;-0.41342;-2.86935
-4.15708;-0.424801;-2.86643
-4.16777;-0.43494;-2.86187
-4.18899;-0.458477;-2.85611
-4.19794;-0.467785;-2.85211
-4.22101;-0.486592;-2.84423
-4.22762;-0.501078;-2.84017
-4.23932;-0.51296;-2.8387
-4.24536;-0.523004;-2.83399
-4.25529;-0.537266;-2.8327
-4.26787;-0.542872;-2.82604
-4.27671;-0.554418;-2.82251
-4.28529;-0.568182;-2.82115
-4.29318;-0.58028;-2.81669
-4.31313;-0.60247;-2.80861
-4.31822;-0.617187;-2.80576
-4.32958;-0.628434;-2.80319
-4.33917;-0.635294;-2.79665
-4.34927;-0.648689;-2.7942
-4.35905;-0.661476;-2.79167
-4.36713;-0.668865;-2.78584
-4.38151;-0.694174;-2.77827
-4.39829;-0.717325;-2.76996
-4.40855;-0.731669;-2.76751
-4.41334;-0.739035;-2.75966
-4.42221;-0.753836;-2.7564
-4.42947;-0.767254;-2.75093
-4.4413;-0.782371;-2.74824
-4.45022;-0.79426;-2.74372
-4.45679;-0.809314;-2.73919
-4.46652;-0.821457;-2.7353
-4.47766;-0.833446;-2.73301
-4.48703;-0.859417;-2.72306
-4.49708;-0.874623;-2.72062
-4.50041;-0.885702;-2.71456
-4.50635;-0.895919;-2.71001
-4.51372;-0.908507;-2.70378
-4.52115;-0.920265;-2.69914
-4.53003;-0.949409;-2.68989
-4.53886;-0.960835;-2.68333
-4.54941;-0.989978;-2.67252
-4.55736;-1.00225;-2.66778
-4.56118;-1.0146;-2.66126
-4.56623;-1.02664;-2.654
-4.57197;-1.04351;-2.64986
-4.57608;-1.05722;-2.6439
-4.57938;-1.07108;-2.63761
-4.58558;-1.0844;-2.63237
-4.58821;-1.09474;-2.62329
-4.59296;-1.11164;-2.61997
-4.59902;-1.13085;-2.61602
-4.60396;-1.16036;-2.60368
-4.60414;-1.17601;-2.59721
-4.60746;-1.18639;-2.58844
-4.61435;-1.20545;-2.58526
-4.61367;-1.2209;-2.57829
-4.61433;-1.23487;-2.57176
-4.61897;-1.25155;-2.56642
-4.62082;-1.26882;-2.56086
-4.61902;-1.3017;-2.54702
-4.62146;-1.31161;-2.53971
-4.6248;-1.34237;-2.52533
-4.62519;-1.35858;-2.51995
-4.62587;-1.37137;-2.51224
-4.63016;-1.38849;-2.50499
-4.62513;-1.40642;-2.49898
-4.62177;-1.41991;-2.49128
-4.62291;-1.43342;-2.48458
-4.62116;-1.44948;-2.47656
-4.61945;-1.46345;-2.47043
-4.62401;-1.48038;-2.46305
-4.62194;-1.50672;-2.44761
-4.62107;-1.52248;-2.4419
-4.61845;-1.5412;-2.4366
-4.61745;-1.55245;-2.42912
-4.61432;-1.56814;-2.42126
-4.61333;-1.58145;-2.41394
-4.60971;-1.59648;-2.40714
-4.60868;-1.62874;-2.39411
-4.60802;-1.64304;-2.38655
-4.60376;-1.67502;-2.3726
-4.60307;-1.69096;-2.36601
-4.60159;-1.70483;-2.35833
-4.59933;-1.72261;-2.35305
-4.5943;-1.73921;-2.34459
-4.59524;-1.75289;-2.33709
-4.58962;-1.7699;-2.33119
-4.59043;-1.79005;-2.32607
-4.58373;-1.81762;-2.31137
-4.58093;-1.83331;-2.30397
-4.57858;-1.86576;-2.28933
-4.57108;-1.87961;-2.28159
-4.57099;-1.89474;-2.27388
-4.56733;-1.9086;-2.26748
-4.56425;-1.92909;-2.26298
-4.56193;-1.94161;-2.25472
-4.55674;-1.95637;-2.24622
-4.55157;-1.9737;-2.24028
-4.54334;-2.00381;-2.22678
-4.53826;-2.0205;-2.21958
-4.53131;-2.04968;-2.20464
-4.52553;-2.06416;-2.198
-4.52188;-2.07891;-2.19093
-4.51729;-2.09576;-2.18467
-4.51227;-2.10782;-2.177
-4.50689;-2.12334;-2.17051
-4.50136;-2.14048;-2.16394
-4.49603;-2.15449;-2.15643
-4.48804;-2.16838;-2.14918
-4.48319;-2.18506;-2.14254
-4.47168;-2.21318;-2.12801
-4.46645;-2.23077;-2.12184
-4.45422;-2.25833;-2.10676
-4.44786;-2.27585;-2.10087
-4.44396;-2.29166;-2.09389
-4.43754;-2.30156;-2.08558
-4.43099;-2.31665;-2.07941
-4.42561;-2.33032;-2.07198
-4.41812;-2.34542;-2.06645
-4.41143;-2.36074;-2.05881
-4.401;-2.38833;-2.04601
-4.3897;-2.41404;-2.03192
-4.37948;-2.42664;-2.02481
-4.37387;-2.44114;-2.01803
-4.362;-2.45652;-2.01206
-4.35841;-2.46964;-2.00357
-4.35007;-2.48333;-1.99695
-4.33569;-2.51367;-1.98469
-4.32094;-2.53982;-1.96999
-4.31101;-2.54975;-1.96194
-4.30017;-2.5577;-1.95376
-4.29445;-2.57455;-1.9473
-4.28373;-2.58977;-1.94097
-4.27971;-2.59811;-1.93348
-4.26972;-2.61352;-1.92632
-4.25859;-2.62535;-1.92161
-4.2545;-2.64409;-1.91345
-4.2451;-2.65282;-1.90702
-4.23503;-2.66519;-1.90025
-4.23216;-2.67721;-1.89407
-4.20574;-2.70666;-1.8785
-4.19549;-2.71988;-1.87244
-4.18785;-2.73492;-1.86556
-4.16265;-2.75835;-1.85174
-4.15535;-2.76743;-1.84369
-4.13614;-2.79894;-1.83086
-4.12701;-2.80382;-1.82133
-4.1178;-2.81831;-1.81299
-4.11014;-2.82937;-1.80775
-4.09485;-2.84098;-1.80127
-4.08252;-2.85294;-1.79321
-4.07126;-2.86596;-1.78743
-4.05922;-2.87926;-1.77916
-4.04438;-2.90003;-1.76684
-4.02829;-2.91017;-1.75912
-4.00377;-2.92967;-1.74316
-3.99872;-2.94015;-1.7386
-3.98088;-2.95503;-1.72948
-3.97098;-2.96235;-1.72526
-3.95877;-2.97736;-1.71531
-3.93385;-2.99162;-1.70016
-3.91875;-3.00233;-1.69422
-3.89208;-3.02077;-1.68012
-3.877;-3.03434;-1.67061
-3.87812;-3.05589;-1.65763
-3.86634;-3.06161;-1.65489
-3.84454;-3.06508;-1.64918
-3.82805;-3.07231;-1.643
-3.82052;-3.08602;-1.63582
-3.7876;-3.10961;-1.61795
-3.77634;-3.11654;-1.61266
-3.74455;-3.13206;-1.59827
-3.73803;-3.14492;-1.58652
-3.72628;-3.15489;-1.57923
-3.69358;-3.15971;-1.57436
-3.68761;-3.17522;-1.56526
-3.67715;-3.18204;-1.55833
-3.65413;-3.18591;-1.55111
-3.64981;-3.19792;-1.54172
-3.61456;-3.21305;-1.52658
-3.59062;-3.23581;-1.51017
-3.57269;-3.23846;-1.50365
-3.55349;-3.24792;-1.49697
-3.53794;-3.25544;-1.48732
-3.52639;-3.26369;-1.47908
-3.51726;-3.27754;-1.46762
-3.49845;-3.28598;-1.45995
-3.48279;-3.29109;-1.45204
-3.44838;-3.30473;-1.43658
-3.43596;-3.31122;-1.42788
-3.40086;-3.32838;-1.4106
-3.38654;-3.33652;-1.40471
-3.37076;-3.342;-1.39451
-3.35357;-3.34895;-1.38513
-3.3407;-3.35186;-1.37761
-3.32397;-3.35981;-1.37084
-3.30492;-3.36921;-1.36253
-3.29281;-3.37395;-1.35501
-3.27406;-3.38074;-1.34716
-3.26123;-3.38667;-1.33916
-3.23344;-3.40021;-1.31893
-3.21352;-3.40278;-1.31281
-3.19622;-3.40564;-1.30451
-3.1819;-3.41162;-1.29975
-3.17289;-3.41465;-1.28894
-3.15707;-3.41862;-1.27949
-3.14007;-3.42091;-1.27338
-3.12379;-3.42858;-1.26386
-3.0888;-3.42938;-1.25004
-3.06722;-3.4334;-1.24326
-3.0368;-3.43799;-1.22904
-3.02234;-3.44169;-1.21956
-3.00487;-3.44726;-1.21264
-2.99024;-3.44957;-1.20445
-2.9775;-3.45579;-1.19522
-2.95645;-3.45988;-1.18854
-2.94389;-3.46436;-1.17899
-2.92904;-3.46762;-1.16915
-2.90947;-3.46751;-1.16128
-2.8819;-3.47128;-1.14401
-2.86614;-3.47482;-1.13642
-2.83529;-3.47911;-1.11984
-2.81807;-3.48101;-1.11038
-2.8057;-3.47982;-1.10301
-2.78953;-3.47927;-1.0949
-2.77529;-3.48144;-1.08731
-2.76169;-3.48095;-1.07868
-2.74307;-3.47951;-1.07207
-2.72817;-3.48611;-1.06188
-2.69452;-3.48447;-1.04773
-2.68258;-3.48233;-1.04012
-2.66516;-3.47847;-1.03344
-2.65008;-3.47996;-1.02668
-2.6354;-3.47884;-1.01873
-2.61905;-3.47949;-1.01107
-2.60433;-3.48045;-1.00397
-2.58873;-3.48175;-0.996849
-2.57014;-3.4806;-0.989027
-2.54381;-3.47962;-0.973126
-2.52128;-3.47431;-0.966794
-2.49334;-3.46981;-0.952301
-2.47611;-3.47126;-0.943412
-2.45626;-3.47009;-0.936632
-2.44464;-3.46931;-0.928629
-2.42962;-3.47841;-0.91802
-2.40985;-3.46832;-0.911808
-2.39822;-3.47132;-0.903466
-2.36237;-3.46154;-0.889117
-2.33709;-3.4611;-0.872761
-2.32168;-3.45447;-0.865979
-2.30433;-3.45654;-0.857957
-2.28642;-3.45367;-0.850897
-2.27387;-3.44822;-0.843467
-2.25705;-3.44292;-0.83539
-2.24211;-3.43993;-0.827832
-2.22458;-3.43802;-0.819522
-2.20784;-3.4335;-0.812375
-2.19395;-3.42509;-0.806082
-2.15852;-3.41612;-0.789625
-2.12856;-3.40705;-0.774309
-2.10954;-3.39795;-0.767434
-2.09679;-3.39596;-0.760039
-2.08335;-3.39265;-0.751792
-2.06426;-3.3857;-0.743759
-2.05713;-3.38371;-0.736126
-2.02048;-3.3714;-0.720514
-2.0079;-3.37099;-0.7116
-1.98043;-3.35323;-0.697786
-1.96568;-3.35033;-0.689587
-1.95361;-3.34528;-0.682557
-1.93511;-3.33318;-0.675417
-1.92418;-3.32891;-0.66792
-1.91136;-3.32768;-0.660457
-1.89607;-3.31356;-0.654138
-1.88142;-3.30948;-0.646088
-1.8722;-3.30538;-0.63833
-1.84266;-3.287;-0.624802
-1.81628;-3.27768;-0.609188
-1.80447;-3.26629;-0.60273
-1.78612;-3.25211;-0.596294
-1.78206;-3.25371;-0.587944
-1.76366;-3.24484;-0.58115
-1.748;-3.2348;-0.574021
-1.72435;-3.22093;-0.559384
-1.70927;-3.2148;-0.551368
-1.68439;-3.19964;-0.536004
-1.67308;-3.1927;-0.529605
-1.66142;-3.18457;-0.521345
-1.6414;-3.16813;-0.514973
-1.63055;-3.16118;-0.508153
-1.61741;-3.15582;-0.499056
-1.60024;-3.14314;-0.49315
-1.58207;-3.13157;-0.486635
-1.56964;-3.1275;-0.477585
-1.56377;-3.12071;-0.471006
-1.54865;-3.11516;-0.462879
-1.51921;-3.08368;-0.450071
-1.50836;-3.07837;-0.442117
-1.49593;-3.06915;-0.434223
-1.47997;-3.05627;-0.42652
-1.46914;-3.05902;-0.416753
-1.4516;-3.04076;-0.399909
-1.43797;-3.02436;-0.395077
-1.41291;-3.00584;-0.379409
-1.39586;-2.9871;-0.373467
-1.38673;-2.97437;-0.366709
-1.38206;-2.97081;-0.357165
-1.36831;-2.96541;-0.348766
-1.35905;-2.9553;-0.341574
-1.35026;-2.95251;-0.332522
-1.32257;-2.92457;-0.318964
-1.30957;-2.91318;-0.31135
-1.28466;-2.88788;-0.297679
-1.27951;-2.88158;-0.288575
-1.2657;-2.86499;-0.2823
-1.25632;-2.85358;-0.274886
-1.24216;-2.84908;-0.266427
-1.2306;-2.83856;-0.259655
-1.22216;-2.82413;-0.252565
-1.19718;-2.79184;-0.239761
-1.19174;-2.79145;-0.229709
-1.17529;-2.76609;-0.213353
-1.16535;-2.75578;-0.204429
-1.14836;-2.7448;-0.197897
-1.13459;-2.72678;-0.191971
-1.12654;-2.7163;-0.182222
-1.11557;-2.69432;-0.17568
-1.1097;-2.69028;-0.166361
-1.09068;-2.66887;-0.150634
-1.09008;-2.65675;-0.14121
-1.06275;-2.62313;-0.126468
-1.07377;-2.60863;-0.119561
-1.05404;-2.60053;-0.110259
-1.04481;-2.58468;-0.10323
-1.03497;-2.57846;-0.0936253
-1.03521;-2.56791;-0.084263
-1.0199;-2.55225;-0.0771123
-1.01296;-2.53689;-0.070247
-1.0001;-2.51953;-0.0628699
-0.977991;-2.49412;-0.0480465
-0.987128;-2.48533;-0.0388275
-0.974778;-2.4484;-0.0234419
-0.954622;-2.43712;-0.015333
-0.962542;-2.42651;-0.00773296
-0.949866;-2.4097;-0.000490926
-0.940544;-2.40233;0.00792958
-0.938375;-2.38818;0.0163989
-0.939937;-2.37369;0.0242984
-0.925014;-2.35655;0.0311077
-0.929901;-2.34321;0.039493
-0.920456;-2.32622;0.0461744
-0.915754;-2.30187;0.0632693
-0.901836;-2.28267;0.0696566
-0.906131;-2.27358;0.0783695
-0.901343;-2.26048;0.0861045
-0.891209;-2.24659;0.0922361
-0.887463;-2.23363;0.100314
-0.879253;-2.2203;0.108128
-0.873823;-2.19296;0.124479
-0.873147;-2.18029;0.132615
-0.848003;-2.15841;0.148386
-0.848876;-2.14144;0.154918
-0.844475;-2.1252;0.162161
-0.83769;-2.10977;0.170165
-0.835284;-2.09552;0.178112
-0.836538;-2.08365;0.185496
-0.830527;-2.065;0.192553
-0.817707;-2.05059;0.200477
-0.809927;-2.03957;0.208914
-0.816256;-2.02472;0.217136
-0.805965;-2.00833;0.224766
-0.799864;-1.98094;0.240634
-0.799029;-1.96583;0.247547
-0.793288;-1.94818;0.254483
-0.782435;-1.93095;0.261735
-0.781666;-1.91603;0.269492
-0.77362;-1.90183;0.27717
-0.77388;-1.87302;0.292485
-0.769962;-1.85966;0.300107
-0.773163;-1.82873;0.314575
-0.767495;-1.81247;0.321955
-0.76081;-1.79348;0.327871
-0.76615;-1.77753;0.335742
-0.755362;-1.76725;0.343592
-0.752448;-1.74946;0.350971
-0.75803;-1.73656;0.358291
-0.750812;-1.72244;0.365719
-0.748133;-1.70619;0.372479
-0.747583;-1.67567;0.387442
-0.752134;-1.66263;0.393863
-0.744983;-1.63051;0.40769
-0.747651;-1.61838;0.415906
-0.744343;-1.60275;0.423157
-0.753392;-1.58796;0.430883
-0.757269;-1.57508;0.438751
-0.754563;-1.56158;0.446365
-0.75358;-1.54723;0.453962
-0.745683;-1.5193;0.467997
-0.753298;-1.50265;0.474986
-0.741649;-1.471;0.489852
-0.746056;-1.45493;0.497524
-0.752751;-1.43623;0.504445
-0.760363;-1.42505;0.512856
-0.745406;-1.40597;0.520087
-0.756429;-1.38866;0.527205
-0.760153;-1.37308;0.534824
-0.758004;-1.35645;0.542589
-0.76439;-1.34218;0.550651
-0.761051;-1.32456;0.557703
-0.760164;-1.30731;0.566067
-0.764164;-1.27474;0.581464
-0.759114;-1.25832;0.590172
-0.771363;-1.24196;0.597436
-0.778954;-1.22657;0.606219
-0.777136;-1.20794;0.613814
-0.775469;-1.18952;0.621735
-0.773054;-1.15958;0.639285
-0.779968;-1.14398;0.646552
-0.794355;-1.11297;0.664225
-0.801574;-1.09608;0.672033
-0.800169;-1.08094;0.680006
-0.801411;-1.06605;0.689151
-0.813329;-1.05111;0.697437
-0.815048;-1.03453;0.706032
-0.826729;-1.01759;0.713748
-0.827755;-1.00344;0.722528
-0.841923;-0.973231;0.739066
-0.843995;-0.955829;0.748394
-0.85296;-0.928229;0.765276
-0.861037;-0.90977;0.773046
-0.864375;-0.897188;0.781785
-0.870627;-0.879757;0.789513
-0.882344;-0.866296;0.79811
-0.884467;-0.848806;0.806275
-0.889691;-0.834774;0.814938
-0.898839;-0.819164;0.824681
-0.899564;-0.803389;0.83283
-0.911685;-0.772553;0.84898
-0.927788;-0.744565;0.865174
-0.933965;-0.728875;0.872851
-0.940523;-0.714935;0.881587
-0.950349;-0.698624;0.888756
-0.958369;-0.682109;0.896936
-0.964969;-0.670021;0.90594
-0.982951;-0.643435;0.921788
-1.00094;-0.613229;0.936658
-1.00909;-0.599691;0.944905
-1.01754;-0.584041;0.953872
-1.02637;-0.567736;0.961049
-1.03322;-0.55492;0.969089
-1.04237;-0.539341;0.977415
-1.05975;-0.525818;0.985741
-1.06509;-0.510089;0.993705
-1.06844;-0.498262;1.00284
-1.08474;-0.472717;1.01838
-1.09352;-0.457256;1.02668
-1.10996;-0.440743;1.03399
-1.11484;-0.428295;1.04111
-1.11883;-0.411555;1.04902
-1.12921;-0.397374;1.05569
-1.14227;-0.383598;1.06349
-1.14695;-0.369001;1.07092
-1.16122;-0.340579;1.08567
-1.16875;-0.324468;1.0925
-1.18362;-0.2952;1.10787
-1.1925;-0.282093;1.11547
-1.19971;-0.269479;1.12313
-1.21268;-0.252887;1.13032
-1.22113;-0.237928;1.13884
-1.22562;-0.223527;1.14605
-1.23596;-0.209518;1.1528
-1.25214;-0.183069;1.16725
-1.26818;-0.153158;1.18107
-1.27758;-0.124614;1.19239
-1.28938;-0.105695;1.19903
-1.29611;-0.0952348;1.20352
-1.29484;-0.0804171;1.20898
-1.29957;-0.0679438;1.21233
-1.30063;-0.0555703;1.216
-1.30365;-0.0436657;1.22024
-1.31192;-0.0182951;1.22644
-1.30324;-0.00356831;1.22922
-1.30768;0.0106845;1.23218
-1.30821;0.0246813;1.2338
-1.30705;0.0364351;1.23746
-1.30788;0.0521879;1.24044
-1.31338;0.0648664;1.24323
-1.30735;0.0784069;1.24571
-1.30963;0.0932709;1.24684
-1.30922;0.121771;1.25141
-1.31318;0.134317;1.25395
-1.31125;0.162702;1.25738
-1.30819;0.173328;1.25872
-1.3019;0.186816;1.26029
-1.30326;0.200258;1.25998
-1.30169;0.213201;1.26
-1.29694;0.225793;1.26096
-1.2922;0.238487;1.26117
-1.27992;0.261636;1.25718
-1.2693;0.275382;1.25637
-1.25601;0.296134;1.25063
-1.23723;0.307664;1.24475
-1.2332;0.316742;1.24177
-1.22015;0.327409;1.23726
-1.20274;0.3373;1.2323
-1.19402;0.343415;1.22737
-1.17973;0.346921;1.22191
-1.15537;0.359563;1.2096
-1.14327;0.365396;1.20446
-1.12888;0.364683;1.19976
-1.11614;0.369518;1.19286
-1.10465;0.372498;1.18753
-1.07436;0.378156;1.17418
-1.0654;0.377561;1.16821
-1.04629;0.379657;1.15577
-1.0312;0.378735;1.14808
-1.01357;0.382392;1.14269
-1.00496;0.382048;1.13819
-0.998784;0.380132;1.1325
-0.987023;0.377654;1.12694
-0.97587;0.379329;1.1191
-0.965213;0.381838;1.11353
-0.943234;0.377044;1.10495
-0.927062;0.377068;1.09522
-0.915386;0.379722;1.08906
-0.90491;0.37485;1.08548
-0.896602;0.371301;1.08026
-0.885983;0.371117;1.07341
-0.879179;0.372664;1.06901
-0.86594;0.36933;1.06395
-0.855747;0.368702;1.05907
-0.844806;0.366764;1.05384
-0.824188;0.361302;1.04312
-0.806802;0.360826;1.03375
-0.795443;0.36258;1.02971
-0.784299;0.359947;1.02429
-0.783853;0.355921;1.02048
-0.770071;0.356187;1.01543
-0.757408;0.356655;1.0089
-0.747005;0.352535;1.00345
-0.73922;0.352756;0.998859
-0.726118;0.345668;0.995183
-0.715184;0.346193;0.98858
-0.697201;0.340725;0.977627
-0.685498;0.338572;0.971808
-0.674069;0.333682;0.966648
-0.668424;0.332552;0.960773
-0.653192;0.327833;0.955108
-0.638172;0.32345;0.942444
-0.608868;0.31565;0.929627
-0.60162;0.317281;0.923117
-0.587641;0.314002;0.91583
-0.576405;0.309128;0.908823
-0.557238;0.301816;0.902758
-0.553538;0.298618;0.8953
-0.538382;0.296561;0.888122
-0.523215;0.291988;0.880459
-0.497416;0.284612;0.867223
-0.469736;0.273535;0.852116
-0.447553;0.269266;0.844569
-0.439847;0.264166;0.838212
-0.437574;0.254633;0.830561
-0.411248;0.253387;0.821496
-0.405806;0.245571;0.816532
-0.392402;0.241102;0.807713
-0.375123;0.23818;0.800854
-0.36058;0.229967;0.793122
-0.349391;0.219854;0.786034
-0.337886;0.21521;0.778493
-0.310997;0.206221;0.761693
-0.309502;0.190408;0.75675
-0.288033;0.192453;0.747386
-0.274228;0.187339;0.738019
-0.25683;0.176769;0.731109
-0.24138;0.174522;0.72251
-0.218921;0.165143;0.714912
-0.213256;0.156224;0.707042
-0.187092;0.145028;0.69091
-0.172136;0.135673;0.682593
-0.148039;0.118477;0.667557
-0.130528;0.11025;0.660139
-0.12504;0.0973608;0.65319
-0.110021;0.0946348;0.644046
-0.102936;0.0860209;0.636362
-0.0883454;0.0802831;0.627555
-0.0635855;0.0700959;0.619822
-0.0678141;0.0558175;0.613113
-0.048732;0.0504305;0.60436
-0.033959;0.0380284;0.597227
-0.00905032;0.0252573;0.580954
0.0171061;0.00958872;0.565593
0.0326189;8.2789e-05;0.558951
0.0276694;-0.0116999;0.552708
0.0374349;-0.0165291;0.544816
0.0512673;-0.0289636;0.53752
0.0671781;-0.0333789;0.529086
0.0806645;-0.0438852;0.521474
0.0959888;-0.0540505;0.513885
0.0992075;-0.0757954;0.500025
0.118005;-0.0841964;0.491578
0.132223;-0.103511;0.476885
0.147792;-0.112895;0.468651
0.15849;-0.119578;0.460321
0.175258;-0.125612;0.452393
0.18714;-0.135037;0.444861
0.197879;-0.144538;0.436147
0.21275;-0.157533;0.429106
0.220826;-0.164443;0.421293
0.251518;-0.185533;0.406177
0.258969;-0.196819;0.398879
0.276569;-0.217858;0.384411
0.301043;-0.230435;0.377604
0.308859;-0.239405;0.370681
0.317448;-0.251197;0.36391
0.317851;-0.251965;0.35543
0.337232;-0.262903;0.348161
0.347602;-0.279618;0.343339
0.354999;-0.28154;0.334644
0.357428;-0.290105;0.327836
0.363498;-0.307386;0.312926
0.386181;-0.317158;0.3058
0.404928;-0.327882;0.299583
0.410108;-0.329582;0.290835
0.405798;-0.332099;0.281565
0.435408;-0.350492;0.278304
0.442591;-0.352324;0.269906
0.447575;-0.361331;0.26325
0.47061;-0.375886;0.25839
0.472478;-0.379474;0.251367
0.489543;-0.388797;0.245081
0.504831;-0.401055;0.233136
0.515953;-0.407906;0.226825
0.534536;-0.422408;0.223108
0.551701;-0.429079;0.217434
0.558173;-0.433491;0.212074
0.579725;-0.443093;0.207676
0.5945;-0.451546;0.203903
0.6047;-0.450179;0.196735
0.626947;-0.466427;0.190396
0.657534;-0.479325;0.18404
0.656838;-0.470451;0.178954
0.666849;-0.482125;0.179108
0.676171;-0.480349;0.177149
0.692219;-0.479632;0.175245
0.694593;-0.486412;0.175811
0.697456;-0.483809;0.174038
0.712674;-0.49835;0.175345
0.715006;-0.496542;0.173704
0.710066;-0.496783;0.173128
0.725068;-0.490987;0.1711
0.731697;-0.489896;0.170276
0.72912;-0.495459;0.171439
0.732073;-0.490159;0.169842
0.733253;-0.496141;0.170804
0.736362;-0.497879;0.171299
0.733759;-0.496379;0.170424
0.738282;-0.503793;0.172002
0.734458;-0.500216;0.170972
0.736587;-0.503616;0.172044
0.738422;-0.50348;0.171683
0.737125;-0.501588;0.171175
0.737478;-0.500899;0.171178
0.736301;-0.50251;0.172174
0.730532;-0.49535;0.170812
0.725982;-0.492098;0.171077
0.715692;-0.487285;0.171074
0.7134;-0.488179;0.172744
0.692687;-0.482595;0.17475
0.676489;-0.48377;0.178732
0.662512;-0.480334;0.179436
0.63942;-0.476133;0.181277
0.633973;-0.47116;0.182292
0.629395;-0.47053;0.185178
0.624178;-0.46869;0.188482
0.61642;-0.464069;0.191005
0.59481;-0.466798;0.194895
0.600412;-0.464577;0.198626
0.575032;-0.460826;0.201772
0.563234;-0.463122;0.207344
0.540851;-0.444296;0.212495
0.534413;-0.442525;0.217399
0.527924;-0.442143;0.223399
0.512144;-0.436555;0.228419
0.507585;-0.433835;0.23441
0.486479;-0.406478;0.241243
0.477007;-0.396838;0.246671
0.462609;-0.387167;0.257313
0.461791;-0.373469;0.262594
0.439654;-0.373435;0.269501
0.431118;-0.357342;0.27425
0.416636;-0.358411;0.281709
0.414334;-0.35462;0.287403
0.40396;-0.341593;0.293173
0.375101;-0.337397;0.308619
0.352918;-0.316119;0.320019
0.345933;-0.30732;0.326962
0.334667;-0.303769;0.334757
0.322622;-0.293367;0.340941
0.309234;-0.286577;0.347952
0.306216;-0.279863;0.354815
0.29598;-0.275644;0.363657
0.278142;-0.265247;0.370214
0.272345;-0.25351;0.376896
0.24293;-0.230291;0.390624
0.232793;-0.220786;0.397822
0.209275;-0.205411;0.413158
0.199046;-0.197963;0.421077
0.186658;-0.185973;0.428743
0.179825;-0.175292;0.435518
0.163879;-0.171192;0.442764
0.149024;-0.158902;0.4499
0.141245;-0.153457;0.458492
0.128691;-0.144046;0.465421
0.109569;-0.134912;0.472857
0.0942015;-0.116745;0.488056
0.0690713;-0.105892;0.504198
0.0562264;-0.096917;0.511723
0.0452367;-0.0867192;0.519579
0.0235133;-0.083513;0.528195
0.0134396;-0.0707351;0.534313
-0.00149143;-0.0683165;0.543169
-0.0110325;-0.0597666;0.550027
-0.0290864;-0.0507241;0.556861
-0.0466267;-0.0356134;0.571745
-0.0596864;-0.0282062;0.579376
-0.0790028;-0.0162817;0.593244
-0.104759;-0.00645919;0.600574
-0.120338;-0.0037741;0.609831
-0.133008;0.0123791;0.615528
-0.147385;0.0121902;0.624792
-0.159867;0.0209374;0.631554
-0.174114;0.0310155;0.639525
-0.188999;0.0362827;0.647316
-0.203037;0.0417947;0.654481
-0.202311;0.0538966;0.66073
-0.242427;0.0590205;0.67791
-0.270726;0.0751744;0.692517
-0.291335;0.0804188;0.700825
-0.304925;0.0896107;0.707663
-0.307645;0.0983075;0.714804
