Steer;Driving
0.0943398;0.0106141
0.0943398;0
0.0943398;0.0212282
0.0943398;0.0106141
0.0943398;0.0318423
0.0943398;0.0106141
0.0943398;0
0.0943398;0
0.0943398;0
0.0943398;0
0.0943398;0.0424564
0.0943398;0
0.0943398;0
0.0943398;0.0636846
0.0943398;0.0212282
0.0943398;0
0.0943398;0
0.0943398;0
0.0943398;0.0636846
0.0943398;0
0.0943398;0
0.0943398;0.0318423
0.0943398;0.0212282
0.0943398;0
0.0943398;0
0.0943398;0.0318423
0.0943398;0
0.0943398;0
0.0943398;0.0530705
0.0943398;0
0.0943398;0
0.0943398;0.0530705
0.0943398;0
0.0943398;0
0.0943398;0
0.0943398;0.0530705
0.0943398;0.0212282
0.0943398;0
0.0943398;0.0212282
0.0943398;0
0.0943398;0.0212282
0.0943398;0
0.0943398;0.0424564
0.0943398;0
0.0943398;0.0318423
0.0943398;0
0.0943398;0
0.0943398;0.0318423
0.0943398;0
0.0943398;0
0.0943398;0
0.0943398;0.0424564
0.0943398;0
0.0943398;0
0.0943398;0
0.0943398;-0.0530705
0.0943398;0
0.0943398;0.0318423
0.0943398;0.0106141
0.0943398;0.0106141
0.0943398;0.0212282
0.0943398;0
0.0943398;0.0318423
0.0943398;0
0.0943398;0.0106141
0.0943398;0.0212282
0.0943398;0
0.0943398;0
0.0943398;0.0318423
0.0943398;0
0.0943398;0.0212282
0.0943398;0
0.0943398;0
0.0943398;0
0.0943398;0.0424564
