x;y;theta
1.49764;0.723395;0.280985
1.51522;0.718999;0.27495
1.52748;0.715829;0.270712
1.53481;0.713879;0.268159
1.54676;0.710595;0.26395
1.55405;0.70853;0.261359
1.56369;0.705739;0.257912
1.5758;0.702141;0.253548
1.5953;0.696153;0.246464
1.60276;0.693815;0.243746
1.62478;0.686644;0.235616
1.6327;0.684001;0.232678
1.64467;0.67993;0.228212
1.6519;0.677439;0.225511
1.65942;0.674787;0.222672
1.66963;0.671122;0.218798
1.67948;0.667524;0.215043
1.6925;0.662661;0.210042
1.69969;0.659927;0.207267
1.71234;0.655009;0.202341
1.72948;0.64814;0.195593
1.73955;0.643997;0.191591
1.74967;0.639788;0.187563
1.7592;0.635783;0.183768
1.76427;0.633621;0.181736
1.77899;0.627263;0.175819
1.78923;0.622779;0.171695
1.80361;0.616399;0.165892
1.8187;0.609591;0.159782
1.82806;0.605316;0.155987
1.83554;0.601867;0.152947
1.84301;0.598397;0.149909
1.85524;0.592653;0.144924
1.86517;0.587932;0.140865
1.87245;0.584445;0.13789
1.88687;0.577447;0.131973
1.89681;0.572566;0.127888
1.89921;0.571381;0.126901
1.90619;0.567912;0.124025
1.91583;0.563086;0.120049
1.9396;0.550941;0.110185
1.9464;0.547396;0.107344
1.95155;0.544683;0.105181
1.96846;0.535597;0.0980119
1.97814;0.530301;0.0938787
1.98513;0.526413;0.0908686
1.9872;0.525256;0.0899754
1.99652;0.519958;0.0859109
1.99652;0.519958;0.0859109
2.03094;0.499711;0.0706603
2.03094;0.499711;0.0706603
2.04914;0.488578;0.0624474
2.05398;0.485563;0.0602435
2.06739;0.47704;0.0540602
2.07906;0.469447;0.0486057
2.08574;0.46502;0.0454479
2.10118;0.454523;0.0380271
2.11224;0.446828;0.0326395
2.12781;0.435675;0.0249087
2.13648;0.429348;0.0205604
2.14086;0.426119;0.018351
2.15382;0.41638;0.0117295
2.16443;0.408237;0.00623726
2.17079;0.403273;0.00290869
2.17742;0.398019;-0.000599253
2.18545;0.39154;-0.00490396
2.19782;0.381243;-0.0116994
2.20395;0.376044;-0.0151105
2.21219;0.368895;-0.0197802
2.21995;0.362011;-0.0242542
2.23574;0.347417;-0.033675
2.24375;0.339768;-0.0385777
2.2497;0.333993;-0.0422645
2.25927;0.324403;-0.048362
2.26693;0.316558;-0.0533259
2.28213;0.300285;-0.0635642
2.28936;0.292333;-0.0685356
2.30187;0.278116;-0.0773806
2.31074;0.26781;-0.0837531
2.3177;0.259546;-0.0888422
2.32268;0.253508;-0.0925503
2.32761;0.247462;-0.0962527
2.33418;0.2393;-0.101236
2.34081;0.23089;-0.106355
2.3491;0.220112;-0.112892
2.35423;0.213287;-0.11702
2.36684;0.195691;-0.127637
2.37266;0.187287;-0.132689
2.3786;0.178413;-0.138016
2.3829;0.171862;-0.141941
2.39008;0.160521;-0.148729
2.39554;0.151653;-0.154025
2.39834;0.146977;-0.156815
2.40507;0.135414;-0.16371
2.41022;0.126254;-0.169163
2.42179;0.104311;-0.182218
2.4244;0.0991869;-0.185259
2.43382;0.0795382;-0.196927
2.43975;0.066583;-0.204602
2.44557;0.053321;-0.212449
2.44888;0.0454274;-0.217119
2.45334;0.0343767;-0.223658
2.4614;0.0128621;-0.236398
2.46534;0.00186201;-0.242898
2.47102;-0.0151895;-0.252991
2.47626;-0.0318076;-0.262811
2.47794;-0.0373222;-0.266067
2.48279;-0.0540418;-0.27594
2.48604;-0.06571;-0.282821
2.48827;-0.0740675;-0.287749
2.48965;-0.07934;-0.290856
2.49317;-0.0933878;-0.299134
2.49729;-0.110834;-0.309408
2.50043;-0.125138;-0.317832
2.50625;-0.153985;-0.334805
2.50844;-0.165763;-0.341727
2.51001;-0.174551;-0.346889
2.51255;-0.189511;-0.355671
2.51385;-0.197588;-0.36041
2.51568;-0.209467;-0.367378
2.5177;-0.22353;-0.375625
2.51934;-0.235684;-0.382748
2.52037;-0.243732;-0.38746
2.52178;-0.255274;-0.394216
2.52434;-0.278746;-0.407957
2.52623;-0.299469;-0.420098
2.52698;-0.308695;-0.425503
2.52798;-0.32297;-0.433877
2.52884;-0.337428;-0.442362
2.52928;-0.346117;-0.447463
2.52979;-0.357865;-0.454366
2.53019;-0.369175;-0.461012
2.53042;-0.377944;-0.46617
2.53068;-0.392288;-0.474616
2.5308;-0.413019;-0.486835
2.53073;-0.424897;-0.493841
2.53047;-0.442186;-0.504045
2.53035;-0.447724;-0.507316
2.52991;-0.462737;-0.516185
2.52959;-0.47146;-0.52134
2.52909;-0.483332;-0.528357
2.52867;-0.491849;-0.533396
