x;y;theta
2.58983;-0.937334;-2.8405
2.58983;-0.937334;-2.8405
2.57596;-0.941514;-2.85742
2.57042;-0.943112;-2.86415
2.56328;-0.945113;-2.87275
2.56174;-0.945534;-2.87459
2.55899;-0.946283;-2.87785
2.54726;-0.949363;-2.89162
2.54284;-0.95048;-2.89674
2.52912;-0.953795;-2.91211
2.52598;-0.954523;-2.9156
2.52001;-0.955876;-2.92223
2.52001;-0.955876;-2.92223
2.50427;-0.95925;-2.93862
2.49489;-0.961133;-2.94822
2.49019;-0.962042;-2.95294
2.48206;-0.963561;-2.96102
2.46678;-0.966237;-2.97539
2.46678;-0.966237;-2.97539
2.45627;-0.96795;-2.98457
2.43883;-0.970581;-2.99928
2.43352;-0.971329;-3.00366
2.4284;-0.972028;-3.00779
2.41927;-0.973225;-3.01488
2.4121;-0.974119;-3.02027
2.40286;-0.975213;-3.02709
2.39699;-0.975876;-3.03118
2.39699;-0.975876;-3.03118
2.37536;-0.978127;-3.04457
2.35689;-0.97983;-3.0547
2.3484;-0.980552;-3.05908
2.3421;-0.981063;-3.06217
2.33538;-0.981587;-3.06525
2.32445;-0.982399;-3.06962
2.31775;-0.982874;-3.07209
2.30597;-0.983672;-3.07589
2.28976;-0.984703;-3.08023
2.27092;-0.985824;-3.08412
2.26413;-0.98621;-3.08538
2.25943;-0.986473;-3.08616
2.24773;-0.98711;-3.0881
2.24773;-0.98711;-3.0881
2.23617;-0.987723;-3.08923
2.22416;-0.988347;-3.09009
2.20483;-0.989333;-3.09116
2.1878;-0.990188;-3.09173
2.17552;-0.990799;-3.09205
2.15568;-0.991785;-3.09183
2.14822;-0.992157;-3.09169
2.13545;-0.992798;-3.09124
2.12789;-0.99318;-3.09092
2.11807;-0.99368;-3.09042
2.10546;-0.994331;-3.08968
2.10048;-0.99459;-3.08936
2.10048;-0.99459;-3.08936
2.06806;-0.996334;-3.08637
2.05521;-0.997052;-3.0851
2.03716;-0.998091;-3.08314
2.02932;-0.998553;-3.08226
2.02437;-0.998848;-3.0817
2.01155;-0.999627;-3.08023
2.00168;-1.00024;-3.07909
1.98946;-1.00101;-3.07768
1.97207;-1.00214;-3.07568
1.97207;-1.00214;-3.07568
1.94262;-1.00414;-3.07228
1.93012;-1.00501;-3.07084
1.9251;-1.00537;-3.07026
1.9105;-1.00643;-3.06858
1.90035;-1.00718;-3.0674
1.89313;-1.00771;-3.06657
1.88552;-1.00829;-3.06569
1.87557;-1.00905;-3.06455
1.86544;-1.00984;-3.06338
1.83989;-1.01188;-3.06043
1.83235;-1.0125;-3.05956
1.81472;-1.01397;-3.05752
1.80482;-1.0148;-3.05638
1.78946;-1.01613;-3.0546
1.78211;-1.01677;-3.05376
1.77457;-1.01744;-3.05289
1.76948;-1.0179;-3.0523
1.76425;-1.01837;-3.05169
1.74936;-1.01972;-3.04997
1.72431;-1.02206;-3.04708
1.71926;-1.02254;-3.04649
1.69354;-1.02503;-3.04352
1.68076;-1.0263;-3.04204
1.67292;-1.02709;-3.04113
1.66274;-1.02812;-3.03991
1.65781;-1.02862;-3.03932
1.64488;-1.02996;-3.03772
1.63714;-1.03077;-3.03676
1.62208;-1.03237;-3.03483
1.61425;-1.03321;-3.0338
1.60931;-1.03375;-3.03315
1.59879;-1.0349;-3.03174
1.57277;-1.03782;-3.02811
1.56482;-1.03873;-3.02698
1.55198;-1.04022;-3.0251
1.54425;-1.04113;-3.02396
1.53882;-1.04177;-3.02315
1.52374;-1.04359;-3.02083
1.50619;-1.04574;-3.01806
1.49615;-1.047;-3.01644
1.47337;-1.04991;-3.01248
1.4686;-1.05053;-3.01164
1.45601;-1.05219;-3.00937
1.44593;-1.05354;-3.00748
1.43619;-1.05486;-3.00564
1.42614;-1.05625;-3.00372
1.41572;-1.0577;-3.00168
1.40612;-1.05906;-2.99975
1.39864;-1.06014;-2.99821
1.38825;-1.06165;-2.99608
1.3738;-1.06379;-2.99295
1.35657;-1.06641;-2.98906
1.34667;-1.06794;-2.98678
1.34186;-1.06869;-2.98565
1.32705;-1.07105;-2.98203
1.31985;-1.07221;-2.98022
1.30765;-1.07422;-2.97707
1.30058;-1.0754;-2.9752
1.27888;-1.07911;-2.96922
1.27675;-1.07948;-2.96863
1.26478;-1.08159;-2.96523
1.25517;-1.08332;-2.96248
1.25517;-1.08332;-2.96248
1.23116;-1.08775;-2.95543
1.22389;-1.08913;-2.95316
1.21451;-1.09094;-2.95017
1.2072;-1.09236;-2.94781
1.17469;-1.09892;-2.93706
1.17031;-1.09984;-2.93557
1.16081;-1.10184;-2.93234
1.15413;-1.10326;-2.93005
1.14512;-1.10521;-2.92697
1.13095;-1.10834;-2.92212
1.1287;-1.10884;-2.92135
1.10527;-1.11419;-2.91332
1.08461;-1.11906;-2.90623
1.07765;-1.12074;-2.90383
1.06854;-1.12296;-2.9007
1.06195;-1.12459;-2.89843
1.055;-1.12632;-2.89604
1.04154;-1.12973;-2.8914
1.03475;-1.13147;-2.88906
1.00558;-1.13916;-2.87897
1.00077;-1.14045;-2.87731
0.98938;-1.14356;-2.87336
0.978181;-1.14666;-2.86948
0.971219;-1.14861;-2.86706
0.964529;-1.15051;-2.86474
0.959828;-1.15185;-2.86311
0.959828;-1.15185;-2.86311
0.9371;-1.15844;-2.8552
0.929929;-1.16056;-2.8527
0.925478;-1.16189;-2.85115
0.920925;-1.16326;-2.84956
0.895593;-1.17099;-2.8407
0.895593;-1.17099;-2.8407
0.872939;-1.17812;-2.83277
0.868573;-1.17952;-2.83124
0.857058;-1.18324;-2.82719
0.847844;-1.18625;-2.82395
0.838978;-1.18918;-2.82083
0.820316;-1.19545;-2.81425
0.811241;-1.19855;-2.81105
0.797683;-1.20323;-2.80625
0.797683;-1.20323;-2.80625
0.781673;-1.20887;-2.80058
0.768292;-1.21365;-2.79583
0.761611;-1.21607;-2.79346
0.750237;-1.22022;-2.78941
0.741434;-1.22347;-2.78627
0.732761;-1.2267;-2.78318
0.728419;-1.22833;-2.78163
0.719548;-1.23169;-2.77846
0.703531;-1.23783;-2.77273
0.692084;-1.24228;-2.76862
0.680837;-1.24671;-2.76458
0.680837;-1.24671;-2.76458
0.661061;-1.25462;-2.75745
0.649981;-1.25912;-2.75344
0.645695;-1.26088;-2.75189
0.632449;-1.26636;-2.74709
0.621618;-1.27089;-2.74316
0.602471;-1.27903;-2.73619
0.59378;-1.28278;-2.73302
0.589563;-1.28461;-2.73148
0.589563;-1.28461;-2.73148
0.589563;-1.28461;-2.73148
0.589563;-1.28461;-2.73148
0.563845;-1.29593;-2.72206
0.563845;-1.29593;-2.72206
0.563845;-1.29593;-2.72206
0.525543;-1.31334;-2.70797
0.511129;-1.32006;-2.70264
0.511129;-1.32006;-2.70264
0.511129;-1.32006;-2.70264
0.511129;-1.32006;-2.70264
0.473413;-1.33809;-2.68864
0.473413;-1.33809;-2.68864
0.473413;-1.33809;-2.68864
0.452731;-1.34826;-2.68092
0.436095;-1.35658;-2.67469
0.436095;-1.35658;-2.67469
0.436095;-1.35658;-2.67469
0.41548;-1.36707;-2.66694
